cand,date,rcp
Cruz,2015-10-01 00:00:00,6.2
Rubio,2015-10-01 00:00:00,9.5
Carson,2015-10-01 00:00:00,16.3
Bush,2015-10-01 00:00:00,9.0
Christie,2015-10-01 00:00:00,3.0
Paul,2015-10-01 00:00:00,2.3
Kasich,2015-10-01 00:00:00,3.3
Huckabee,2015-10-01 00:00:00,3.0
Fiorina,2015-10-01 00:00:00,11.8
Santorum,2015-10-01 00:00:00,0.5
Walker,2015-10-01 00:00:00,0.5
Jindal,2015-10-01 00:00:00,0.5
Perry,2015-10-01 00:00:00,
Graham,2015-10-01 00:00:00,0.2
Pataki,2015-10-01 00:00:00,0.3
Trump,2015-09-30 00:00:00,23.3
Cruz,2015-09-30 00:00:00,6.2
Rubio,2015-09-30 00:00:00,9.5
Carson,2015-09-30 00:00:00,16.3
Bush,2015-09-30 00:00:00,9.0
Christie,2015-09-30 00:00:00,3.0
Paul,2015-09-30 00:00:00,2.3
Kasich,2015-09-30 00:00:00,3.3
Huckabee,2015-09-30 00:00:00,3.0
Fiorina,2015-09-30 00:00:00,11.8
Santorum,2015-09-30 00:00:00,0.5
Walker,2015-09-30 00:00:00,0.5
Jindal,2015-09-30 00:00:00,0.5
Perry,2015-09-30 00:00:00,
Graham,2015-09-30 00:00:00,0.2
Pataki,2015-09-30 00:00:00,0.3
Trump,2015-09-29 00:00:00,23.4
Cruz,2015-09-29 00:00:00,6.2
Rubio,2015-09-29 00:00:00,9.6
Carson,2015-09-29 00:00:00,17.0
Bush,2015-09-29 00:00:00,9.2
Christie,2015-09-29 00:00:00,3.4
Paul,2015-09-29 00:00:00,2.4
Kasich,2015-09-29 00:00:00,3.6
Huckabee,2015-09-29 00:00:00,3.2
Fiorina,2015-09-29 00:00:00,11.6
Santorum,2015-09-29 00:00:00,0.6
Walker,2015-09-29 00:00:00,0.5
Jindal,2015-09-29 00:00:00,0.4
Perry,2015-09-29 00:00:00,
Graham,2015-09-29 00:00:00,0.0
Pataki,2015-09-29 00:00:00,0.4
Trump,2015-09-28 00:00:00,23.4
Cruz,2015-09-28 00:00:00,6.2
Rubio,2015-09-28 00:00:00,9.6
Carson,2015-09-28 00:00:00,17.0
Bush,2015-09-28 00:00:00,9.2
Christie,2015-09-28 00:00:00,3.4
Paul,2015-09-28 00:00:00,2.4
Kasich,2015-09-28 00:00:00,3.6
Huckabee,2015-09-28 00:00:00,3.2
Fiorina,2015-09-28 00:00:00,11.6
Santorum,2015-09-28 00:00:00,0.6
Walker,2015-09-28 00:00:00,0.5
Jindal,2015-09-28 00:00:00,0.4
Perry,2015-09-28 00:00:00,
Graham,2015-09-28 00:00:00,0.0
Pataki,2015-09-28 00:00:00,0.4
Trump,2015-09-27 00:00:00,23.4
Cruz,2015-09-27 00:00:00,6.2
Rubio,2015-09-27 00:00:00,9.6
Carson,2015-09-27 00:00:00,17.0
Bush,2015-09-27 00:00:00,9.2
Christie,2015-09-27 00:00:00,3.4
Paul,2015-09-27 00:00:00,2.4
Kasich,2015-09-27 00:00:00,3.6
Huckabee,2015-09-27 00:00:00,3.2
Fiorina,2015-09-27 00:00:00,11.6
Santorum,2015-09-27 00:00:00,0.6
Walker,2015-09-27 00:00:00,0.5
Jindal,2015-09-27 00:00:00,0.4
Perry,2015-09-27 00:00:00,
Graham,2015-09-27 00:00:00,0.0
Pataki,2015-09-27 00:00:00,0.4
Trump,2015-09-26 00:00:00,24.0
Cruz,2015-09-26 00:00:00,6.5
Rubio,2015-09-26 00:00:00,9.3
Carson,2015-09-26 00:00:00,16.3
Bush,2015-09-26 00:00:00,9.8
Christie,2015-09-26 00:00:00,3.5
Paul,2015-09-26 00:00:00,2.3
Kasich,2015-09-26 00:00:00,3.0
Huckabee,2015-09-26 00:00:00,3.5
Fiorina,2015-09-26 00:00:00,11.8
Santorum,2015-09-26 00:00:00,0.5
Walker,2015-09-26 00:00:00,0.5
Jindal,2015-09-26 00:00:00,0.3
Perry,2015-09-26 00:00:00,
Graham,2015-09-26 00:00:00,0.0
Pataki,2015-09-26 00:00:00,0.5
Trump,2015-09-25 00:00:00,24.0
Cruz,2015-09-25 00:00:00,6.5
Rubio,2015-09-25 00:00:00,9.3
Carson,2015-09-25 00:00:00,16.3
Bush,2015-09-25 00:00:00,9.8
Christie,2015-09-25 00:00:00,3.5
Paul,2015-09-25 00:00:00,2.3
Kasich,2015-09-25 00:00:00,3.0
Huckabee,2015-09-25 00:00:00,3.5
Fiorina,2015-09-25 00:00:00,11.8
Santorum,2015-09-25 00:00:00,0.5
Walker,2015-09-25 00:00:00,0.5
Jindal,2015-09-25 00:00:00,0.3
Perry,2015-09-25 00:00:00,
Graham,2015-09-25 00:00:00,0.0
Pataki,2015-09-25 00:00:00,0.5
Trump,2015-09-24 00:00:00,24.0
Cruz,2015-09-24 00:00:00,6.5
Rubio,2015-09-24 00:00:00,9.3
Carson,2015-09-24 00:00:00,16.3
Bush,2015-09-24 00:00:00,9.8
Christie,2015-09-24 00:00:00,3.5
Paul,2015-09-24 00:00:00,2.3
Kasich,2015-09-24 00:00:00,3.0
Huckabee,2015-09-24 00:00:00,3.5
Fiorina,2015-09-24 00:00:00,11.8
Santorum,2015-09-24 00:00:00,0.5
Walker,2015-09-24 00:00:00,0.5
Jindal,2015-09-24 00:00:00,0.3
Perry,2015-09-24 00:00:00,
Graham,2015-09-24 00:00:00,0.0
Pataki,2015-09-24 00:00:00,0.5
Trump,2015-09-23 00:00:00,25.7
Cruz,2015-09-23 00:00:00,6.3
Rubio,2015-09-23 00:00:00,8.7
Carson,2015-09-23 00:00:00,18.3
Bush,2015-09-23 00:00:00,7.3
Christie,2015-09-23 00:00:00,3.0
Paul,2015-09-23 00:00:00,3.0
Kasich,2015-09-23 00:00:00,3.0
Huckabee,2015-09-23 00:00:00,5.0
Fiorina,2015-09-23 00:00:00,9.3
Santorum,2015-09-23 00:00:00,0.7
Walker,2015-09-23 00:00:00,1.0
Jindal,2015-09-23 00:00:00,0.0
Perry,2015-09-23 00:00:00,1.0
Graham,2015-09-23 00:00:00,0.0
Pataki,2015-09-23 00:00:00,0.3
Trump,2015-09-22 00:00:00,28.0
Cruz,2015-09-22 00:00:00,6.0
Rubio,2015-09-22 00:00:00,8.0
Carson,2015-09-22 00:00:00,19.0
Bush,2015-09-22 00:00:00,7.7
Christie,2015-09-22 00:00:00,1.7
Paul,2015-09-22 00:00:00,4.0
Kasich,2015-09-22 00:00:00,2.7
Huckabee,2015-09-22 00:00:00,5.0
Fiorina,2015-09-22 00:00:00,7.0
Santorum,2015-09-22 00:00:00,1.0
Walker,2015-09-22 00:00:00,1.3
Jindal,2015-09-22 00:00:00,0.3
Perry,2015-09-22 00:00:00,1.0
Graham,2015-09-22 00:00:00,0.0
Pataki,2015-09-22 00:00:00,0.0
Trump,2015-09-21 00:00:00,28.5
Cruz,2015-09-21 00:00:00,6.5
Rubio,2015-09-21 00:00:00,7.3
Carson,2015-09-21 00:00:00,18.8
Bush,2015-09-21 00:00:00,7.8
Christie,2015-09-21 00:00:00,1.8
Paul,2015-09-21 00:00:00,3.5
Kasich,2015-09-21 00:00:00,2.5
Huckabee,2015-09-21 00:00:00,4.8
Fiorina,2015-09-21 00:00:00,6.3
Santorum,2015-09-21 00:00:00,0.8
Walker,2015-09-21 00:00:00,1.8
Jindal,2015-09-21 00:00:00,0.3
Perry,2015-09-21 00:00:00,1.0
Graham,2015-09-21 00:00:00,0.0
Pataki,2015-09-21 00:00:00,0.0
Trump,2015-09-20 00:00:00,28.5
Cruz,2015-09-20 00:00:00,6.5
Rubio,2015-09-20 00:00:00,7.3
Carson,2015-09-20 00:00:00,18.8
Bush,2015-09-20 00:00:00,7.8
Christie,2015-09-20 00:00:00,1.8
Paul,2015-09-20 00:00:00,3.5
Kasich,2015-09-20 00:00:00,2.5
Huckabee,2015-09-20 00:00:00,4.8
Fiorina,2015-09-20 00:00:00,6.3
Santorum,2015-09-20 00:00:00,0.8
Walker,2015-09-20 00:00:00,1.8
Jindal,2015-09-20 00:00:00,0.3
Perry,2015-09-20 00:00:00,1.0
Graham,2015-09-20 00:00:00,0.0
Pataki,2015-09-20 00:00:00,0.0
Trump,2015-09-19 00:00:00,30.5
Cruz,2015-09-19 00:00:00,6.8
Rubio,2015-09-19 00:00:00,5.3
Carson,2015-09-19 00:00:00,20.0
Bush,2015-09-19 00:00:00,7.8
Christie,2015-09-19 00:00:00,1.5
Paul,2015-09-19 00:00:00,3.3
Kasich,2015-09-19 00:00:00,2.5
Huckabee,2015-09-19 00:00:00,4.5
Fiorina,2015-09-19 00:00:00,3.3
Santorum,2015-09-19 00:00:00,0.8
Walker,2015-09-19 00:00:00,3.0
Jindal,2015-09-19 00:00:00,0.5
Perry,2015-09-19 00:00:00,0.8
Graham,2015-09-19 00:00:00,0.3
Pataki,2015-09-19 00:00:00,0.0
Trump,2015-09-18 00:00:00,30.5
Cruz,2015-09-18 00:00:00,6.8
Rubio,2015-09-18 00:00:00,5.3
Carson,2015-09-18 00:00:00,20.0
Bush,2015-09-18 00:00:00,7.8
Christie,2015-09-18 00:00:00,1.5
Paul,2015-09-18 00:00:00,3.3
Kasich,2015-09-18 00:00:00,2.5
Huckabee,2015-09-18 00:00:00,4.5
Fiorina,2015-09-18 00:00:00,3.3
Santorum,2015-09-18 00:00:00,0.8
Walker,2015-09-18 00:00:00,3.0
Jindal,2015-09-18 00:00:00,0.5
Perry,2015-09-18 00:00:00,0.8
Graham,2015-09-18 00:00:00,0.3
Pataki,2015-09-18 00:00:00,0.0
Trump,2015-09-17 00:00:00,30.5
Cruz,2015-09-17 00:00:00,6.8
Rubio,2015-09-17 00:00:00,5.3
Carson,2015-09-17 00:00:00,20.0
Bush,2015-09-17 00:00:00,7.8
Christie,2015-09-17 00:00:00,1.5
Paul,2015-09-17 00:00:00,3.3
Kasich,2015-09-17 00:00:00,2.5
Huckabee,2015-09-17 00:00:00,4.5
Fiorina,2015-09-17 00:00:00,3.3
Santorum,2015-09-17 00:00:00,0.8
Walker,2015-09-17 00:00:00,3.0
Jindal,2015-09-17 00:00:00,0.5
Perry,2015-09-17 00:00:00,0.8
Graham,2015-09-17 00:00:00,0.3
Pataki,2015-09-17 00:00:00,0.0
Trump,2015-09-16 00:00:00,30.5
Cruz,2015-09-16 00:00:00,6.8
Rubio,2015-09-16 00:00:00,5.3
Carson,2015-09-16 00:00:00,20.0
Bush,2015-09-16 00:00:00,7.8
Christie,2015-09-16 00:00:00,1.5
Paul,2015-09-16 00:00:00,3.3
Kasich,2015-09-16 00:00:00,2.5
Huckabee,2015-09-16 00:00:00,4.5
Fiorina,2015-09-16 00:00:00,3.3
Santorum,2015-09-16 00:00:00,0.8
Walker,2015-09-16 00:00:00,3.0
Jindal,2015-09-16 00:00:00,0.5
Perry,2015-09-16 00:00:00,0.8
Graham,2015-09-16 00:00:00,0.3
Pataki,2015-09-16 00:00:00,0.0
Trump,2015-09-15 00:00:00,30.2
Cruz,2015-09-15 00:00:00,6.6
Rubio,2015-09-15 00:00:00,5.6
Carson,2015-09-15 00:00:00,19.0
Bush,2015-09-15 00:00:00,8.0
Christie,2015-09-15 00:00:00,1.6
Paul,2015-09-15 00:00:00,2.8
Kasich,2015-09-15 00:00:00,3.2
Huckabee,2015-09-15 00:00:00,4.6
Fiorina,2015-09-15 00:00:00,4.2
Santorum,2015-09-15 00:00:00,1.0
Walker,2015-09-15 00:00:00,3.4
Jindal,2015-09-15 00:00:00,0.4
Perry,2015-09-15 00:00:00,0.8
Graham,2015-09-15 00:00:00,0.2
Pataki,2015-09-15 00:00:00,0.0
Trump,2015-09-14 00:00:00,30.4
Cruz,2015-09-14 00:00:00,7.0
Rubio,2015-09-14 00:00:00,5.8
Carson,2015-09-14 00:00:00,16.8
Bush,2015-09-14 00:00:00,8.2
Christie,2015-09-14 00:00:00,2.2
Paul,2015-09-14 00:00:00,2.6
Kasich,2015-09-14 00:00:00,3.6
Huckabee,2015-09-14 00:00:00,4.0
Fiorina,2015-09-14 00:00:00,4.4
Santorum,2015-09-14 00:00:00,1.0
Walker,2015-09-14 00:00:00,4.2
Jindal,2015-09-14 00:00:00,0.4
Perry,2015-09-14 00:00:00,0.8
Graham,2015-09-14 00:00:00,0.2
Pataki,2015-09-14 00:00:00,0.0
Trump,2015-09-13 00:00:00,29.8
Cruz,2015-09-13 00:00:00,7.0
Rubio,2015-09-13 00:00:00,5.5
Carson,2015-09-13 00:00:00,16.0
Bush,2015-09-13 00:00:00,8.3
Christie,2015-09-13 00:00:00,2.5
Paul,2015-09-13 00:00:00,2.0
Kasich,2015-09-13 00:00:00,3.8
Huckabee,2015-09-13 00:00:00,4.3
Fiorina,2015-09-13 00:00:00,5.0
Santorum,2015-09-13 00:00:00,1.0
Walker,2015-09-13 00:00:00,4.8
Jindal,2015-09-13 00:00:00,0.3
Perry,2015-09-13 00:00:00,0.8
Graham,2015-09-13 00:00:00,0.3
Pataki,2015-09-13 00:00:00,0.0
Trump,2015-09-12 00:00:00,29.8
Cruz,2015-09-12 00:00:00,7.0
Rubio,2015-09-12 00:00:00,5.5
Carson,2015-09-12 00:00:00,16.0
Bush,2015-09-12 00:00:00,8.3
Christie,2015-09-12 00:00:00,2.5
Paul,2015-09-12 00:00:00,2.0
Kasich,2015-09-12 00:00:00,3.8
Huckabee,2015-09-12 00:00:00,4.3
Fiorina,2015-09-12 00:00:00,5.0
Santorum,2015-09-12 00:00:00,1.0
Walker,2015-09-12 00:00:00,4.8
Jindal,2015-09-12 00:00:00,0.3
Perry,2015-09-12 00:00:00,0.8
Graham,2015-09-12 00:00:00,0.3
Pataki,2015-09-12 00:00:00,0.0
Trump,2015-09-11 00:00:00,29.8
Cruz,2015-09-11 00:00:00,7.0
Rubio,2015-09-11 00:00:00,5.5
Carson,2015-09-11 00:00:00,16.0
Bush,2015-09-11 00:00:00,8.3
Christie,2015-09-11 00:00:00,2.5
Paul,2015-09-11 00:00:00,2.0
Kasich,2015-09-11 00:00:00,3.8
Huckabee,2015-09-11 00:00:00,4.3
Fiorina,2015-09-11 00:00:00,5.0
Santorum,2015-09-11 00:00:00,1.0
Walker,2015-09-11 00:00:00,4.8
Jindal,2015-09-11 00:00:00,0.3
Perry,2015-09-11 00:00:00,0.8
Graham,2015-09-11 00:00:00,0.3
Pataki,2015-09-11 00:00:00,0.0
Trump,2015-09-10 00:00:00,29.8
Cruz,2015-09-10 00:00:00,7.0
Rubio,2015-09-10 00:00:00,5.5
Carson,2015-09-10 00:00:00,16.0
Bush,2015-09-10 00:00:00,8.3
Christie,2015-09-10 00:00:00,2.5
Paul,2015-09-10 00:00:00,2.0
Kasich,2015-09-10 00:00:00,3.8
Huckabee,2015-09-10 00:00:00,4.3
Fiorina,2015-09-10 00:00:00,5.0
Santorum,2015-09-10 00:00:00,1.0
Walker,2015-09-10 00:00:00,4.8
Jindal,2015-09-10 00:00:00,0.3
Perry,2015-09-10 00:00:00,0.8
Graham,2015-09-10 00:00:00,0.3
Pataki,2015-09-10 00:00:00,0.0
Trump,2015-09-09 00:00:00,29.0
Cruz,2015-09-09 00:00:00,7.0
Rubio,2015-09-09 00:00:00,6.3
Carson,2015-09-09 00:00:00,15.0
Bush,2015-09-09 00:00:00,8.0
Christie,2015-09-09 00:00:00,2.7
Paul,2015-09-09 00:00:00,1.7
Kasich,2015-09-09 00:00:00,4.3
Huckabee,2015-09-09 00:00:00,4.0
Fiorina,2015-09-09 00:00:00,5.7
Santorum,2015-09-09 00:00:00,1.0
Walker,2015-09-09 00:00:00,4.7
Jindal,2015-09-09 00:00:00,0.0
Perry,2015-09-09 00:00:00,1.0
Graham,2015-09-09 00:00:00,0.0
Pataki,2015-09-09 00:00:00,0.0
Trump,2015-09-08 00:00:00,27.8
Cruz,2015-09-08 00:00:00,6.5
Rubio,2015-09-08 00:00:00,6.8
Carson,2015-09-08 00:00:00,13.5
Bush,2015-09-08 00:00:00,9.3
Christie,2015-09-08 00:00:00,2.8
Paul,2015-09-08 00:00:00,2.8
Kasich,2015-09-08 00:00:00,4.5
Huckabee,2015-09-08 00:00:00,4.0
Fiorina,2015-09-08 00:00:00,5.5
Santorum,2015-09-08 00:00:00,1.0
Walker,2015-09-08 00:00:00,5.5
Jindal,2015-09-08 00:00:00,0.0
Perry,2015-09-08 00:00:00,1.3
Graham,2015-09-08 00:00:00,0.0
Pataki,2015-09-08 00:00:00,0.0
Trump,2015-09-07 00:00:00,27.8
Cruz,2015-09-07 00:00:00,6.5
Rubio,2015-09-07 00:00:00,6.8
Carson,2015-09-07 00:00:00,13.5
Bush,2015-09-07 00:00:00,9.3
Christie,2015-09-07 00:00:00,2.8
Paul,2015-09-07 00:00:00,2.8
Kasich,2015-09-07 00:00:00,4.5
Huckabee,2015-09-07 00:00:00,4.0
Fiorina,2015-09-07 00:00:00,5.5
Santorum,2015-09-07 00:00:00,1.0
Walker,2015-09-07 00:00:00,5.5
Jindal,2015-09-07 00:00:00,0.0
Perry,2015-09-07 00:00:00,1.3
Graham,2015-09-07 00:00:00,0.0
Pataki,2015-09-07 00:00:00,0.0
Trump,2015-09-06 00:00:00,27.8
Cruz,2015-09-06 00:00:00,6.5
Rubio,2015-09-06 00:00:00,6.8
Carson,2015-09-06 00:00:00,13.5
Bush,2015-09-06 00:00:00,9.3
Christie,2015-09-06 00:00:00,2.8
Paul,2015-09-06 00:00:00,2.8
Kasich,2015-09-06 00:00:00,4.5
Huckabee,2015-09-06 00:00:00,4.0
Fiorina,2015-09-06 00:00:00,5.5
Santorum,2015-09-06 00:00:00,1.0
Walker,2015-09-06 00:00:00,5.5
Jindal,2015-09-06 00:00:00,0.0
Perry,2015-09-06 00:00:00,1.3
Graham,2015-09-06 00:00:00,0.0
Pataki,2015-09-06 00:00:00,0.0
Trump,2015-09-05 00:00:00,27.8
Cruz,2015-09-05 00:00:00,6.5
Rubio,2015-09-05 00:00:00,6.8
Carson,2015-09-05 00:00:00,13.5
Bush,2015-09-05 00:00:00,9.3
Christie,2015-09-05 00:00:00,2.8
Paul,2015-09-05 00:00:00,2.8
Kasich,2015-09-05 00:00:00,4.5
Huckabee,2015-09-05 00:00:00,4.0
Fiorina,2015-09-05 00:00:00,5.5
Santorum,2015-09-05 00:00:00,1.0
Walker,2015-09-05 00:00:00,5.5
Jindal,2015-09-05 00:00:00,0.0
Perry,2015-09-05 00:00:00,1.3
Graham,2015-09-05 00:00:00,0.0
Pataki,2015-09-05 00:00:00,0.0
Trump,2015-09-04 00:00:00,27.2
Cruz,2015-09-04 00:00:00,7.2
Rubio,2015-09-04 00:00:00,6.2
Carson,2015-09-04 00:00:00,13.2
Bush,2015-09-04 00:00:00,9.2
Christie,2015-09-04 00:00:00,2.8
Paul,2015-09-04 00:00:00,2.8
Kasich,2015-09-04 00:00:00,4.4
Huckabee,2015-09-04 00:00:00,4.4
Fiorina,2015-09-04 00:00:00,5.4
Santorum,2015-09-04 00:00:00,1.0
Walker,2015-09-04 00:00:00,5.6
Jindal,2015-09-04 00:00:00,0.2
Perry,2015-09-04 00:00:00,1.2
Graham,2015-09-04 00:00:00,0.0
Pataki,2015-09-04 00:00:00,0.2
Trump,2015-09-03 00:00:00,27.2
Cruz,2015-09-03 00:00:00,7.2
Rubio,2015-09-03 00:00:00,6.2
Carson,2015-09-03 00:00:00,13.2
Bush,2015-09-03 00:00:00,9.2
Christie,2015-09-03 00:00:00,2.8
Paul,2015-09-03 00:00:00,2.8
Kasich,2015-09-03 00:00:00,4.4
Huckabee,2015-09-03 00:00:00,4.4
Fiorina,2015-09-03 00:00:00,5.4
Santorum,2015-09-03 00:00:00,1.0
Walker,2015-09-03 00:00:00,5.6
Jindal,2015-09-03 00:00:00,0.2
Perry,2015-09-03 00:00:00,1.2
Graham,2015-09-03 00:00:00,0.0
Pataki,2015-09-03 00:00:00,0.2
Trump,2015-09-02 00:00:00,26.5
Cruz,2015-09-02 00:00:00,7.0
Rubio,2015-09-02 00:00:00,6.5
Carson,2015-09-02 00:00:00,12.0
Bush,2015-09-02 00:00:00,9.5
Christie,2015-09-02 00:00:00,3.0
Paul,2015-09-02 00:00:00,3.0
Kasich,2015-09-02 00:00:00,5.0
Huckabee,2015-09-02 00:00:00,4.5
Fiorina,2015-09-02 00:00:00,5.8
Santorum,2015-09-02 00:00:00,1.3
Walker,2015-09-02 00:00:00,6.3
Jindal,2015-09-02 00:00:00,0.3
Perry,2015-09-02 00:00:00,1.3
Graham,2015-09-02 00:00:00,0.0
Pataki,2015-09-02 00:00:00,0.3
Trump,2015-09-01 00:00:00,26.5
Cruz,2015-09-01 00:00:00,7.0
Rubio,2015-09-01 00:00:00,6.5
Carson,2015-09-01 00:00:00,12.0
Bush,2015-09-01 00:00:00,9.5
Christie,2015-09-01 00:00:00,3.0
Paul,2015-09-01 00:00:00,3.0
Kasich,2015-09-01 00:00:00,5.0
Huckabee,2015-09-01 00:00:00,4.5
Fiorina,2015-09-01 00:00:00,5.8
Santorum,2015-09-01 00:00:00,1.3
Walker,2015-09-01 00:00:00,6.3
Jindal,2015-09-01 00:00:00,0.3
Perry,2015-09-01 00:00:00,1.3
Graham,2015-09-01 00:00:00,0.0
Pataki,2015-09-01 00:00:00,0.3
Trump,2015-08-31 00:00:00,25.7
Cruz,2015-08-31 00:00:00,7.3
Rubio,2015-08-31 00:00:00,6.3
Carson,2015-08-31 00:00:00,11.0
Bush,2015-08-31 00:00:00,9.7
Christie,2015-08-31 00:00:00,3.3
Paul,2015-08-31 00:00:00,3.7
Kasich,2015-08-31 00:00:00,4.7
Huckabee,2015-08-31 00:00:00,4.3
Fiorina,2015-08-31 00:00:00,5.0
Santorum,2015-08-31 00:00:00,1.0
Walker,2015-08-31 00:00:00,6.7
Jindal,2015-08-31 00:00:00,0.3
Perry,2015-08-31 00:00:00,1.3
Graham,2015-08-31 00:00:00,0.0
Pataki,2015-08-31 00:00:00,0.3
Trump,2015-08-30 00:00:00,25.7
Cruz,2015-08-30 00:00:00,7.3
Rubio,2015-08-30 00:00:00,6.3
Carson,2015-08-30 00:00:00,11.0
Bush,2015-08-30 00:00:00,9.7
Christie,2015-08-30 00:00:00,3.3
Paul,2015-08-30 00:00:00,3.7
Kasich,2015-08-30 00:00:00,4.7
Huckabee,2015-08-30 00:00:00,4.3
Fiorina,2015-08-30 00:00:00,5.0
Santorum,2015-08-30 00:00:00,1.0
Walker,2015-08-30 00:00:00,6.7
Jindal,2015-08-30 00:00:00,0.3
Perry,2015-08-30 00:00:00,1.3
Graham,2015-08-30 00:00:00,0.0
Pataki,2015-08-30 00:00:00,0.3
Trump,2015-08-29 00:00:00,23.5
Cruz,2015-08-29 00:00:00,7.3
Rubio,2015-08-29 00:00:00,7.3
Carson,2015-08-29 00:00:00,10.3
Bush,2015-08-29 00:00:00,9.8
Christie,2015-08-29 00:00:00,3.5
Paul,2015-08-29 00:00:00,3.8
Kasich,2015-08-29 00:00:00,4.5
Huckabee,2015-08-29 00:00:00,4.0
Fiorina,2015-08-29 00:00:00,6.0
Santorum,2015-08-29 00:00:00,1.0
Walker,2015-08-29 00:00:00,7.3
Jindal,2015-08-29 00:00:00,0.5
Perry,2015-08-29 00:00:00,1.3
Graham,2015-08-29 00:00:00,0.3
Pataki,2015-08-29 00:00:00,0.3
Trump,2015-08-28 00:00:00,23.5
Cruz,2015-08-28 00:00:00,7.3
Rubio,2015-08-28 00:00:00,7.3
Carson,2015-08-28 00:00:00,10.3
Bush,2015-08-28 00:00:00,9.8
Christie,2015-08-28 00:00:00,3.5
Paul,2015-08-28 00:00:00,3.8
Kasich,2015-08-28 00:00:00,4.5
Huckabee,2015-08-28 00:00:00,4.0
Fiorina,2015-08-28 00:00:00,6.0
Santorum,2015-08-28 00:00:00,1.0
Walker,2015-08-28 00:00:00,7.3
Jindal,2015-08-28 00:00:00,0.5
Perry,2015-08-28 00:00:00,1.3
Graham,2015-08-28 00:00:00,0.3
Pataki,2015-08-28 00:00:00,0.3
Trump,2015-08-27 00:00:00,23.5
Cruz,2015-08-27 00:00:00,7.3
Rubio,2015-08-27 00:00:00,7.3
Carson,2015-08-27 00:00:00,10.3
Bush,2015-08-27 00:00:00,9.8
Christie,2015-08-27 00:00:00,3.5
Paul,2015-08-27 00:00:00,3.8
Kasich,2015-08-27 00:00:00,4.5
Huckabee,2015-08-27 00:00:00,4.0
Fiorina,2015-08-27 00:00:00,6.0
Santorum,2015-08-27 00:00:00,1.0
Walker,2015-08-27 00:00:00,7.3
Jindal,2015-08-27 00:00:00,0.5
Perry,2015-08-27 00:00:00,1.3
Graham,2015-08-27 00:00:00,0.3
Pataki,2015-08-27 00:00:00,0.3
Trump,2015-08-26 00:00:00,22.0
Cruz,2015-08-26 00:00:00,7.3
Rubio,2015-08-26 00:00:00,7.3
Carson,2015-08-26 00:00:00,9.7
Bush,2015-08-26 00:00:00,10.7
Christie,2015-08-26 00:00:00,3.3
Paul,2015-08-26 00:00:00,4.3
Kasich,2015-08-26 00:00:00,4.3
Huckabee,2015-08-26 00:00:00,4.3
Fiorina,2015-08-26 00:00:00,6.3
Santorum,2015-08-26 00:00:00,1.0
Walker,2015-08-26 00:00:00,7.7
Jindal,2015-08-26 00:00:00,0.7
Perry,2015-08-26 00:00:00,1.3
Graham,2015-08-26 00:00:00,0.3
Pataki,2015-08-26 00:00:00,0.3
Trump,2015-08-25 00:00:00,22.0
Cruz,2015-08-25 00:00:00,7.3
Rubio,2015-08-25 00:00:00,7.3
Carson,2015-08-25 00:00:00,9.7
Bush,2015-08-25 00:00:00,10.7
Christie,2015-08-25 00:00:00,3.3
Paul,2015-08-25 00:00:00,4.3
Kasich,2015-08-25 00:00:00,4.3
Huckabee,2015-08-25 00:00:00,4.3
Fiorina,2015-08-25 00:00:00,6.3
Santorum,2015-08-25 00:00:00,1.0
Walker,2015-08-25 00:00:00,7.7
Jindal,2015-08-25 00:00:00,0.7
Perry,2015-08-25 00:00:00,1.3
Graham,2015-08-25 00:00:00,0.3
Pataki,2015-08-25 00:00:00,0.3
Trump,2015-08-24 00:00:00,22.0
Cruz,2015-08-24 00:00:00,7.3
Rubio,2015-08-24 00:00:00,7.3
Carson,2015-08-24 00:00:00,9.7
Bush,2015-08-24 00:00:00,10.7
Christie,2015-08-24 00:00:00,3.3
Paul,2015-08-24 00:00:00,4.3
Kasich,2015-08-24 00:00:00,4.3
Huckabee,2015-08-24 00:00:00,4.3
Fiorina,2015-08-24 00:00:00,6.3
Santorum,2015-08-24 00:00:00,1.0
Walker,2015-08-24 00:00:00,7.7
Jindal,2015-08-24 00:00:00,0.7
Perry,2015-08-24 00:00:00,1.3
Graham,2015-08-24 00:00:00,0.3
Pataki,2015-08-24 00:00:00,0.3
Trump,2015-08-23 00:00:00,22.0
Cruz,2015-08-23 00:00:00,7.3
Rubio,2015-08-23 00:00:00,7.3
Carson,2015-08-23 00:00:00,9.7
Bush,2015-08-23 00:00:00,10.7
Christie,2015-08-23 00:00:00,3.3
Paul,2015-08-23 00:00:00,4.3
Kasich,2015-08-23 00:00:00,4.3
Huckabee,2015-08-23 00:00:00,4.3
Fiorina,2015-08-23 00:00:00,6.3
Santorum,2015-08-23 00:00:00,1.0
Walker,2015-08-23 00:00:00,7.7
Jindal,2015-08-23 00:00:00,0.7
Perry,2015-08-23 00:00:00,1.3
Graham,2015-08-23 00:00:00,0.3
Pataki,2015-08-23 00:00:00,0.3
Trump,2015-08-22 00:00:00,22.0
Cruz,2015-08-22 00:00:00,7.3
Rubio,2015-08-22 00:00:00,7.3
Carson,2015-08-22 00:00:00,9.7
Bush,2015-08-22 00:00:00,10.7
Christie,2015-08-22 00:00:00,3.3
Paul,2015-08-22 00:00:00,4.3
Kasich,2015-08-22 00:00:00,4.3
Huckabee,2015-08-22 00:00:00,4.3
