cand,date,rcp
Graham,2014-11-04 00:00:00,
Pataki,2014-11-04 00:00:00,
Trump,2014-11-03 00:00:00,
Cruz,2014-11-03 00:00:00,6.6
Rubio,2014-11-03 00:00:00,7.0
Carson,2014-11-03 00:00:00,
Bush,2014-11-03 00:00:00,11.6
Christie,2014-11-03 00:00:00,10.6
Paul,2014-11-03 00:00:00,11.8
Kasich,2014-11-03 00:00:00,2.0
Huckabee,2014-11-03 00:00:00,11.3
Fiorina,2014-11-03 00:00:00,
Santorum,2014-11-03 00:00:00,3.0
Walker,2014-11-03 00:00:00,4.4
Jindal,2014-11-03 00:00:00,2.8
Perry,2014-11-03 00:00:00,7.8
Graham,2014-11-03 00:00:00,
Pataki,2014-11-03 00:00:00,
Trump,2014-11-02 00:00:00,
Cruz,2014-11-02 00:00:00,6.6
Rubio,2014-11-02 00:00:00,7.0
Carson,2014-11-02 00:00:00,
Bush,2014-11-02 00:00:00,11.6
Christie,2014-11-02 00:00:00,10.6
Paul,2014-11-02 00:00:00,11.8
Kasich,2014-11-02 00:00:00,2.0
Huckabee,2014-11-02 00:00:00,11.3
Fiorina,2014-11-02 00:00:00,
Santorum,2014-11-02 00:00:00,3.0
Walker,2014-11-02 00:00:00,4.4
Jindal,2014-11-02 00:00:00,2.8
Perry,2014-11-02 00:00:00,7.8
Graham,2014-11-02 00:00:00,
Pataki,2014-11-02 00:00:00,
Trump,2014-11-01 00:00:00,
Cruz,2014-11-01 00:00:00,6.6
Rubio,2014-11-01 00:00:00,7.0
Carson,2014-11-01 00:00:00,
Bush,2014-11-01 00:00:00,11.6
Christie,2014-11-01 00:00:00,10.6
Paul,2014-11-01 00:00:00,11.8
Kasich,2014-11-01 00:00:00,2.0
Huckabee,2014-11-01 00:00:00,11.3
Fiorina,2014-11-01 00:00:00,
Santorum,2014-11-01 00:00:00,3.0
Walker,2014-11-01 00:00:00,4.4
Jindal,2014-11-01 00:00:00,2.8
Perry,2014-11-01 00:00:00,7.8
Graham,2014-11-01 00:00:00,
Pataki,2014-11-01 00:00:00,
Trump,2014-10-31 00:00:00,
Cruz,2014-10-31 00:00:00,6.6
Rubio,2014-10-31 00:00:00,7.0
Carson,2014-10-31 00:00:00,
Bush,2014-10-31 00:00:00,11.6
Christie,2014-10-31 00:00:00,10.6
Paul,2014-10-31 00:00:00,11.8
Kasich,2014-10-31 00:00:00,2.0
Huckabee,2014-10-31 00:00:00,11.3
Fiorina,2014-10-31 00:00:00,
Santorum,2014-10-31 00:00:00,3.0
Walker,2014-10-31 00:00:00,4.4
Jindal,2014-10-31 00:00:00,2.8
Perry,2014-10-31 00:00:00,7.8
Graham,2014-10-31 00:00:00,
Pataki,2014-10-31 00:00:00,
Trump,2014-10-30 00:00:00,
Cruz,2014-10-30 00:00:00,6.6
Rubio,2014-10-30 00:00:00,7.0
Carson,2014-10-30 00:00:00,
Bush,2014-10-30 00:00:00,11.6
Christie,2014-10-30 00:00:00,10.6
Paul,2014-10-30 00:00:00,11.8
Kasich,2014-10-30 00:00:00,2.0
Huckabee,2014-10-30 00:00:00,11.3
Fiorina,2014-10-30 00:00:00,
Santorum,2014-10-30 00:00:00,3.0
Walker,2014-10-30 00:00:00,4.4
Jindal,2014-10-30 00:00:00,2.8
Perry,2014-10-30 00:00:00,7.8
Graham,2014-10-30 00:00:00,
Pataki,2014-10-30 00:00:00,
Trump,2014-10-29 00:00:00,
Cruz,2014-10-29 00:00:00,6.6
Rubio,2014-10-29 00:00:00,7.0
Carson,2014-10-29 00:00:00,
Bush,2014-10-29 00:00:00,11.6
Christie,2014-10-29 00:00:00,10.6
Paul,2014-10-29 00:00:00,11.8
Kasich,2014-10-29 00:00:00,2.0
Huckabee,2014-10-29 00:00:00,11.3
Fiorina,2014-10-29 00:00:00,
Santorum,2014-10-29 00:00:00,3.0
Walker,2014-10-29 00:00:00,4.4
Jindal,2014-10-29 00:00:00,2.8
Perry,2014-10-29 00:00:00,7.8
Graham,2014-10-29 00:00:00,
Pataki,2014-10-29 00:00:00,
Trump,2014-10-28 00:00:00,
Cruz,2014-10-28 00:00:00,6.6
Rubio,2014-10-28 00:00:00,7.0
Carson,2014-10-28 00:00:00,
Bush,2014-10-28 00:00:00,11.6
Christie,2014-10-28 00:00:00,10.6
Paul,2014-10-28 00:00:00,11.8
Kasich,2014-10-28 00:00:00,2.0
Huckabee,2014-10-28 00:00:00,11.3
Fiorina,2014-10-28 00:00:00,
Santorum,2014-10-28 00:00:00,3.0
Walker,2014-10-28 00:00:00,4.4
Jindal,2014-10-28 00:00:00,2.8
Perry,2014-10-28 00:00:00,7.8
Graham,2014-10-28 00:00:00,
Pataki,2014-10-28 00:00:00,
Trump,2014-10-27 00:00:00,
Cruz,2014-10-27 00:00:00,6.6
Rubio,2014-10-27 00:00:00,7.0
Carson,2014-10-27 00:00:00,
Bush,2014-10-27 00:00:00,11.6
Christie,2014-10-27 00:00:00,10.6
Paul,2014-10-27 00:00:00,11.8
Kasich,2014-10-27 00:00:00,2.0
Huckabee,2014-10-27 00:00:00,11.3
Fiorina,2014-10-27 00:00:00,
Santorum,2014-10-27 00:00:00,3.0
Walker,2014-10-27 00:00:00,4.4
Jindal,2014-10-27 00:00:00,2.8
Perry,2014-10-27 00:00:00,7.8
Graham,2014-10-27 00:00:00,
Pataki,2014-10-27 00:00:00,
Trump,2014-10-26 00:00:00,
Cruz,2014-10-26 00:00:00,6.6
Rubio,2014-10-26 00:00:00,7.0
Carson,2014-10-26 00:00:00,
Bush,2014-10-26 00:00:00,11.6
Christie,2014-10-26 00:00:00,10.6
Paul,2014-10-26 00:00:00,11.8
Kasich,2014-10-26 00:00:00,2.0
Huckabee,2014-10-26 00:00:00,11.3
Fiorina,2014-10-26 00:00:00,
Santorum,2014-10-26 00:00:00,3.0
Walker,2014-10-26 00:00:00,4.4
Jindal,2014-10-26 00:00:00,2.8
Perry,2014-10-26 00:00:00,7.8
Graham,2014-10-26 00:00:00,
Pataki,2014-10-26 00:00:00,
Trump,2014-10-25 00:00:00,
Cruz,2014-10-25 00:00:00,6.6
Rubio,2014-10-25 00:00:00,7.0
Carson,2014-10-25 00:00:00,
Bush,2014-10-25 00:00:00,11.6
Christie,2014-10-25 00:00:00,10.6
Paul,2014-10-25 00:00:00,11.8
Kasich,2014-10-25 00:00:00,2.0
Huckabee,2014-10-25 00:00:00,11.3
Fiorina,2014-10-25 00:00:00,
Santorum,2014-10-25 00:00:00,3.0
Walker,2014-10-25 00:00:00,4.4
Jindal,2014-10-25 00:00:00,2.8
Perry,2014-10-25 00:00:00,7.8
Graham,2014-10-25 00:00:00,
Pataki,2014-10-25 00:00:00,
Trump,2014-10-24 00:00:00,
Cruz,2014-10-24 00:00:00,6.6
Rubio,2014-10-24 00:00:00,7.0
Carson,2014-10-24 00:00:00,
Bush,2014-10-24 00:00:00,11.6
Christie,2014-10-24 00:00:00,10.6
Paul,2014-10-24 00:00:00,11.8
Kasich,2014-10-24 00:00:00,2.0
Huckabee,2014-10-24 00:00:00,11.3
Fiorina,2014-10-24 00:00:00,
Santorum,2014-10-24 00:00:00,3.0
Walker,2014-10-24 00:00:00,4.4
Jindal,2014-10-24 00:00:00,2.8
Perry,2014-10-24 00:00:00,7.8
Graham,2014-10-24 00:00:00,
Pataki,2014-10-24 00:00:00,
Trump,2014-10-23 00:00:00,
Cruz,2014-10-23 00:00:00,6.6
Rubio,2014-10-23 00:00:00,7.0
Carson,2014-10-23 00:00:00,
Bush,2014-10-23 00:00:00,11.6
Christie,2014-10-23 00:00:00,10.6
Paul,2014-10-23 00:00:00,11.8
Kasich,2014-10-23 00:00:00,2.0
Huckabee,2014-10-23 00:00:00,11.3
Fiorina,2014-10-23 00:00:00,
Santorum,2014-10-23 00:00:00,3.0
Walker,2014-10-23 00:00:00,4.4
Jindal,2014-10-23 00:00:00,2.8
Perry,2014-10-23 00:00:00,7.8
Graham,2014-10-23 00:00:00,
Pataki,2014-10-23 00:00:00,
Trump,2014-10-22 00:00:00,
Cruz,2014-10-22 00:00:00,6.6
Rubio,2014-10-22 00:00:00,7.0
Carson,2014-10-22 00:00:00,
Bush,2014-10-22 00:00:00,11.6
Christie,2014-10-22 00:00:00,10.6
Paul,2014-10-22 00:00:00,11.8
Kasich,2014-10-22 00:00:00,2.0
Huckabee,2014-10-22 00:00:00,11.3
Fiorina,2014-10-22 00:00:00,
Santorum,2014-10-22 00:00:00,3.0
Walker,2014-10-22 00:00:00,4.4
Jindal,2014-10-22 00:00:00,2.8
Perry,2014-10-22 00:00:00,7.8
Graham,2014-10-22 00:00:00,
Pataki,2014-10-22 00:00:00,
Trump,2014-10-21 00:00:00,
Cruz,2014-10-21 00:00:00,6.6
Rubio,2014-10-21 00:00:00,7.0
Carson,2014-10-21 00:00:00,
Bush,2014-10-21 00:00:00,11.6
Christie,2014-10-21 00:00:00,10.6
Paul,2014-10-21 00:00:00,11.8
Kasich,2014-10-21 00:00:00,2.0
Huckabee,2014-10-21 00:00:00,11.3
Fiorina,2014-10-21 00:00:00,
Santorum,2014-10-21 00:00:00,3.0
Walker,2014-10-21 00:00:00,4.4
Jindal,2014-10-21 00:00:00,2.8
Perry,2014-10-21 00:00:00,7.8
Graham,2014-10-21 00:00:00,
Pataki,2014-10-21 00:00:00,
Trump,2014-10-20 00:00:00,
Cruz,2014-10-20 00:00:00,6.6
Rubio,2014-10-20 00:00:00,7.0
Carson,2014-10-20 00:00:00,
Bush,2014-10-20 00:00:00,11.6
Christie,2014-10-20 00:00:00,10.6
Paul,2014-10-20 00:00:00,11.8
Kasich,2014-10-20 00:00:00,2.0
Huckabee,2014-10-20 00:00:00,11.3
Fiorina,2014-10-20 00:00:00,
Santorum,2014-10-20 00:00:00,3.0
Walker,2014-10-20 00:00:00,4.4
Jindal,2014-10-20 00:00:00,2.8
Perry,2014-10-20 00:00:00,7.8
Graham,2014-10-20 00:00:00,
Pataki,2014-10-20 00:00:00,
Trump,2014-10-19 00:00:00,
Cruz,2014-10-19 00:00:00,6.6
Rubio,2014-10-19 00:00:00,7.0
Carson,2014-10-19 00:00:00,
Bush,2014-10-19 00:00:00,11.6
Christie,2014-10-19 00:00:00,10.6
Paul,2014-10-19 00:00:00,11.8
Kasich,2014-10-19 00:00:00,2.0
Huckabee,2014-10-19 00:00:00,11.3
Fiorina,2014-10-19 00:00:00,
Santorum,2014-10-19 00:00:00,3.0
Walker,2014-10-19 00:00:00,4.4
Jindal,2014-10-19 00:00:00,2.8
Perry,2014-10-19 00:00:00,7.8
Graham,2014-10-19 00:00:00,
Pataki,2014-10-19 00:00:00,
Trump,2014-10-18 00:00:00,
Cruz,2014-10-18 00:00:00,7.3
Rubio,2014-10-18 00:00:00,6.8
Carson,2014-10-18 00:00:00,
Bush,2014-10-18 00:00:00,11.3
Christie,2014-10-18 00:00:00,11.3
Paul,2014-10-18 00:00:00,11.8
Kasich,2014-10-18 00:00:00,2.0
Huckabee,2014-10-18 00:00:00,11.0
Fiorina,2014-10-18 00:00:00,
Santorum,2014-10-18 00:00:00,2.8
Walker,2014-10-18 00:00:00,5.0
Jindal,2014-10-18 00:00:00,3.0
Perry,2014-10-18 00:00:00,8.3
Graham,2014-10-18 00:00:00,
Pataki,2014-10-18 00:00:00,
Trump,2014-10-17 00:00:00,
Cruz,2014-10-17 00:00:00,7.3
Rubio,2014-10-17 00:00:00,6.8
Carson,2014-10-17 00:00:00,
Bush,2014-10-17 00:00:00,11.3
Christie,2014-10-17 00:00:00,11.3
Paul,2014-10-17 00:00:00,11.8
Kasich,2014-10-17 00:00:00,2.0
Huckabee,2014-10-17 00:00:00,11.0
Fiorina,2014-10-17 00:00:00,
Santorum,2014-10-17 00:00:00,2.8
Walker,2014-10-17 00:00:00,5.0
Jindal,2014-10-17 00:00:00,3.0
Perry,2014-10-17 00:00:00,8.3
Graham,2014-10-17 00:00:00,
Pataki,2014-10-17 00:00:00,
Trump,2014-10-16 00:00:00,
Cruz,2014-10-16 00:00:00,7.3
Rubio,2014-10-16 00:00:00,6.8
Carson,2014-10-16 00:00:00,
Bush,2014-10-16 00:00:00,11.3
Christie,2014-10-16 00:00:00,11.3
Paul,2014-10-16 00:00:00,11.8
Kasich,2014-10-16 00:00:00,2.0
Huckabee,2014-10-16 00:00:00,11.0
Fiorina,2014-10-16 00:00:00,
Santorum,2014-10-16 00:00:00,2.8
Walker,2014-10-16 00:00:00,5.0
Jindal,2014-10-16 00:00:00,3.0
Perry,2014-10-16 00:00:00,8.3
Graham,2014-10-16 00:00:00,
Pataki,2014-10-16 00:00:00,
Trump,2014-10-15 00:00:00,
Cruz,2014-10-15 00:00:00,7.3
Rubio,2014-10-15 00:00:00,6.8
Carson,2014-10-15 00:00:00,
Bush,2014-10-15 00:00:00,11.3
Christie,2014-10-15 00:00:00,11.3
Paul,2014-10-15 00:00:00,11.8
Kasich,2014-10-15 00:00:00,2.0
Huckabee,2014-10-15 00:00:00,11.0
Fiorina,2014-10-15 00:00:00,
Santorum,2014-10-15 00:00:00,2.8
Walker,2014-10-15 00:00:00,5.0
Jindal,2014-10-15 00:00:00,3.0
Perry,2014-10-15 00:00:00,8.3
Graham,2014-10-15 00:00:00,
Pataki,2014-10-15 00:00:00,
Trump,2014-10-14 00:00:00,
Cruz,2014-10-14 00:00:00,7.3
Rubio,2014-10-14 00:00:00,6.8
Carson,2014-10-14 00:00:00,
Bush,2014-10-14 00:00:00,11.3
Christie,2014-10-14 00:00:00,11.3
Paul,2014-10-14 00:00:00,11.8
Kasich,2014-10-14 00:00:00,2.0
Huckabee,2014-10-14 00:00:00,11.0
Fiorina,2014-10-14 00:00:00,
Santorum,2014-10-14 00:00:00,2.8
Walker,2014-10-14 00:00:00,5.0
Jindal,2014-10-14 00:00:00,3.0
Perry,2014-10-14 00:00:00,8.3
Graham,2014-10-14 00:00:00,
Pataki,2014-10-14 00:00:00,
Trump,2014-10-13 00:00:00,
Cruz,2014-10-13 00:00:00,7.3
Rubio,2014-10-13 00:00:00,6.8
Carson,2014-10-13 00:00:00,
Bush,2014-10-13 00:00:00,11.3
Christie,2014-10-13 00:00:00,11.3
Paul,2014-10-13 00:00:00,11.8
Kasich,2014-10-13 00:00:00,2.0
Huckabee,2014-10-13 00:00:00,11.0
Fiorina,2014-10-13 00:00:00,
Santorum,2014-10-13 00:00:00,2.8
Walker,2014-10-13 00:00:00,5.0
Jindal,2014-10-13 00:00:00,3.0
Perry,2014-10-13 00:00:00,8.3
Graham,2014-10-13 00:00:00,
Pataki,2014-10-13 00:00:00,
Trump,2014-10-12 00:00:00,
Cruz,2014-10-12 00:00:00,7.3
Rubio,2014-10-12 00:00:00,6.8
Carson,2014-10-12 00:00:00,
Bush,2014-10-12 00:00:00,11.3
Christie,2014-10-12 00:00:00,11.3
Paul,2014-10-12 00:00:00,11.8
Kasich,2014-10-12 00:00:00,2.0
Huckabee,2014-10-12 00:00:00,11.0
Fiorina,2014-10-12 00:00:00,
Santorum,2014-10-12 00:00:00,2.8
Walker,2014-10-12 00:00:00,5.0
Jindal,2014-10-12 00:00:00,3.0
Perry,2014-10-12 00:00:00,8.3
Graham,2014-10-12 00:00:00,
Pataki,2014-10-12 00:00:00,
Trump,2014-10-11 00:00:00,
Cruz,2014-10-11 00:00:00,7.3
Rubio,2014-10-11 00:00:00,6.8
Carson,2014-10-11 00:00:00,
Bush,2014-10-11 00:00:00,11.3
Christie,2014-10-11 00:00:00,11.3
Paul,2014-10-11 00:00:00,11.8
Kasich,2014-10-11 00:00:00,2.0
Huckabee,2014-10-11 00:00:00,11.0
Fiorina,2014-10-11 00:00:00,
Santorum,2014-10-11 00:00:00,2.8
Walker,2014-10-11 00:00:00,5.0
Jindal,2014-10-11 00:00:00,3.0
Perry,2014-10-11 00:00:00,8.3
Graham,2014-10-11 00:00:00,
Pataki,2014-10-11 00:00:00,
Trump,2014-10-10 00:00:00,
Cruz,2014-10-10 00:00:00,7.3
Rubio,2014-10-10 00:00:00,6.8
Carson,2014-10-10 00:00:00,
Bush,2014-10-10 00:00:00,11.3
Christie,2014-10-10 00:00:00,11.3
Paul,2014-10-10 00:00:00,11.8
Kasich,2014-10-10 00:00:00,2.0
Huckabee,2014-10-10 00:00:00,11.0
Fiorina,2014-10-10 00:00:00,
Santorum,2014-10-10 00:00:00,2.8
Walker,2014-10-10 00:00:00,5.0
Jindal,2014-10-10 00:00:00,3.0
Perry,2014-10-10 00:00:00,8.3
Graham,2014-10-10 00:00:00,
Pataki,2014-10-10 00:00:00,
Trump,2014-10-09 00:00:00,
Cruz,2014-10-09 00:00:00,7.3
Rubio,2014-10-09 00:00:00,6.8
Carson,2014-10-09 00:00:00,
Bush,2014-10-09 00:00:00,11.3
Christie,2014-10-09 00:00:00,11.3
Paul,2014-10-09 00:00:00,11.8
Kasich,2014-10-09 00:00:00,2.0
Huckabee,2014-10-09 00:00:00,11.0
Fiorina,2014-10-09 00:00:00,
Santorum,2014-10-09 00:00:00,2.8
Walker,2014-10-09 00:00:00,5.0
Jindal,2014-10-09 00:00:00,3.0
Perry,2014-10-09 00:00:00,8.3
Graham,2014-10-09 00:00:00,
Pataki,2014-10-09 00:00:00,
Trump,2014-10-08 00:00:00,
Cruz,2014-10-08 00:00:00,7.3
Rubio,2014-10-08 00:00:00,6.8
Carson,2014-10-08 00:00:00,
Bush,2014-10-08 00:00:00,11.3
Christie,2014-10-08 00:00:00,11.3
Paul,2014-10-08 00:00:00,11.8
Kasich,2014-10-08 00:00:00,2.0
Huckabee,2014-10-08 00:00:00,11.0
Fiorina,2014-10-08 00:00:00,
Santorum,2014-10-08 00:00:00,2.8
Walker,2014-10-08 00:00:00,5.0
Jindal,2014-10-08 00:00:00,3.0
Perry,2014-10-08 00:00:00,8.3
Graham,2014-10-08 00:00:00,
Pataki,2014-10-08 00:00:00,
Trump,2014-10-07 00:00:00,
Cruz,2014-10-07 00:00:00,7.3
Rubio,2014-10-07 00:00:00,6.8
Carson,2014-10-07 00:00:00,
Bush,2014-10-07 00:00:00,11.3
Christie,2014-10-07 00:00:00,11.3
Paul,2014-10-07 00:00:00,11.8
Kasich,2014-10-07 00:00:00,2.0
Huckabee,2014-10-07 00:00:00,11.0
Fiorina,2014-10-07 00:00:00,
Santorum,2014-10-07 00:00:00,2.8
Walker,2014-10-07 00:00:00,5.0
Jindal,2014-10-07 00:00:00,3.0
Perry,2014-10-07 00:00:00,8.3
Graham,2014-10-07 00:00:00,
Pataki,2014-10-07 00:00:00,
Trump,2014-10-06 00:00:00,
Cruz,2014-10-06 00:00:00,7.3
Rubio,2014-10-06 00:00:00,6.8
Carson,2014-10-06 00:00:00,
Bush,2014-10-06 00:00:00,11.3
Christie,2014-10-06 00:00:00,11.3
Paul,2014-10-06 00:00:00,11.8
Kasich,2014-10-06 00:00:00,2.0
Huckabee,2014-10-06 00:00:00,11.0
Fiorina,2014-10-06 00:00:00,
Santorum,2014-10-06 00:00:00,2.8
Walker,2014-10-06 00:00:00,5.0
Jindal,2014-10-06 00:00:00,3.0
Perry,2014-10-06 00:00:00,8.3
Graham,2014-10-06 00:00:00,
Pataki,2014-10-06 00:00:00,
Trump,2014-10-05 00:00:00,
Cruz,2014-10-05 00:00:00,7.3
Rubio,2014-10-05 00:00:00,6.8
Carson,2014-10-05 00:00:00,
Bush,2014-10-05 00:00:00,11.3
Christie,2014-10-05 00:00:00,11.3
Paul,2014-10-05 00:00:00,11.8
Kasich,2014-10-05 00:00:00,2.0
Huckabee,2014-10-05 00:00:00,11.0
Fiorina,2014-10-05 00:00:00,
Santorum,2014-10-05 00:00:00,2.8
Walker,2014-10-05 00:00:00,5.0
Jindal,2014-10-05 00:00:00,3.0
Perry,2014-10-05 00:00:00,8.3
Graham,2014-10-05 00:00:00,
Pataki,2014-10-05 00:00:00,
Trump,2014-10-04 00:00:00,
Cruz,2014-10-04 00:00:00,7.3
Rubio,2014-10-04 00:00:00,6.8
Carson,2014-10-04 00:00:00,
Bush,2014-10-04 00:00:00,11.3
Christie,2014-10-04 00:00:00,11.3
Paul,2014-10-04 00:00:00,11.8
Kasich,2014-10-04 00:00:00,2.0
Huckabee,2014-10-04 00:00:00,11.0
Fiorina,2014-10-04 00:00:00,
Santorum,2014-10-04 00:00:00,2.8
Walker,2014-10-04 00:00:00,5.0
Jindal,2014-10-04 00:00:00,3.0
Perry,2014-10-04 00:00:00,8.3
Graham,2014-10-04 00:00:00,
Pataki,2014-10-04 00:00:00,
Trump,2014-10-03 00:00:00,
Cruz,2014-10-03 00:00:00,8.8
Rubio,2014-10-03 00:00:00,7.5
Carson,2014-10-03 00:00:00,
Bush,2014-10-03 00:00:00,10.8
Christie,2014-10-03 00:00:00,11.5
Paul,2014-10-03 00:00:00,10.3
Kasich,2014-10-03 00:00:00,2.0
Huckabee,2014-10-03 00:00:00,11.0
Fiorina,2014-10-03 00:00:00,
Santorum,2014-10-03 00:00:00,2.8
Walker,2014-10-03 00:00:00,5.3
Jindal,2014-10-03 00:00:00,2.3
Perry,2014-10-03 00:00:00,8.3
Graham,2014-10-03 00:00:00,
Pataki,2014-10-03 00:00:00,
Trump,2014-10-02 00:00:00,
Cruz,2014-10-02 00:00:00,8.8
Rubio,2014-10-02 00:00:00,7.5
Carson,2014-10-02 00:00:00,
Bush,2014-10-02 00:00:00,10.8
Christie,2014-10-02 00:00:00,11.5
Paul,2014-10-02 00:00:00,10.3
Kasich,2014-10-02 00:00:00,2.0
Huckabee,2014-10-02 00:00:00,11.0
Fiorina,2014-10-02 00:00:00,
Santorum,2014-10-02 00:00:00,2.8
Walker,2014-10-02 00:00:00,5.3
Jindal,2014-10-02 00:00:00,2.3
Perry,2014-10-02 00:00:00,8.3
Graham,2014-10-02 00:00:00,
Pataki,2014-10-02 00:00:00,
Trump,2014-10-01 00:00:00,
Cruz,2014-10-01 00:00:00,8.8
Rubio,2014-10-01 00:00:00,7.5
Carson,2014-10-01 00:00:00,
Bush,2014-10-01 00:00:00,10.8
Christie,2014-10-01 00:00:00,11.5
Paul,2014-10-01 00:00:00,10.3
Kasich,2014-10-01 00:00:00,2.0
Huckabee,2014-10-01 00:00:00,11.0
Fiorina,2014-10-01 00:00:00,
Santorum,2014-10-01 00:00:00,2.8
Walker,2014-10-01 00:00:00,5.3
Jindal,2014-10-01 00:00:00,2.3
Perry,2014-10-01 00:00:00,8.3
Graham,2014-10-01 00:00:00,
Pataki,2014-10-01 00:00:00,
Trump,2014-09-30 00:00:00,
Cruz,2014-09-30 00:00:00,8.8
Rubio,2014-09-30 00:00:00,7.5
Carson,2014-09-30 00:00:00,
Bush,2014-09-30 00:00:00,10.8
Christie,2014-09-30 00:00:00,11.5
Paul,2014-09-30 00:00:00,10.3
Kasich,2014-09-30 00:00:00,2.0
Huckabee,2014-09-30 00:00:00,11.0
Fiorina,2014-09-30 00:00:00,
Santorum,2014-09-30 00:00:00,2.8
Walker,2014-09-30 00:00:00,5.3
Jindal,2014-09-30 00:00:00,2.3
Perry,2014-09-30 00:00:00,8.3
Graham,2014-09-30 00:00:00,
Pataki,2014-09-30 00:00:00,
Trump,2014-09-29 00:00:00,
Cruz,2014-09-29 00:00:00,8.8
Rubio,2014-09-29 00:00:00,7.5
Carson,2014-09-29 00:00:00,
Bush,2014-09-29 00:00:00,10.8
Christie,2014-09-29 00:00:00,11.5
Paul,2014-09-29 00:00:00,10.3
Kasich,2014-09-29 00:00:00,2.0
Huckabee,2014-09-29 00:00:00,11.0
Fiorina,2014-09-29 00:00:00,
Santorum,2014-09-29 00:00:00,2.8
Walker,2014-09-29 00:00:00,5.3
Jindal,2014-09-29 00:00:00,2.3
Perry,2014-09-29 00:00:00,8.3
Graham,2014-09-29 00:00:00,
Pataki,2014-09-29 00:00:00,
Trump,2014-09-28 00:00:00,
Cruz,2014-09-28 00:00:00,8.8
Rubio,2014-09-28 00:00:00,7.5
Carson,2014-09-28 00:00:00,
Bush,2014-09-28 00:00:00,10.8
Christie,2014-09-28 00:00:00,11.5
Paul,2014-09-28 00:00:00,10.3
Kasich,2014-09-28 00:00:00,2.0
Huckabee,2014-09-28 00:00:00,11.0
Fiorina,2014-09-28 00:00:00,
Santorum,2014-09-28 00:00:00,2.8
Walker,2014-09-28 00:00:00,5.3
Jindal,2014-09-28 00:00:00,2.3
Perry,2014-09-28 00:00:00,8.3
Graham,2014-09-28 00:00:00,
Pataki,2014-09-28 00:00:00,
Trump,2014-09-27 00:00:00,
Cruz,2014-09-27 00:00:00,8.8
Rubio,2014-09-27 00:00:00,7.5
Carson,2014-09-27 00:00:00,
Bush,2014-09-27 00:00:00,10.8
Christie,2014-09-27 00:00:00,11.5
Paul,2014-09-27 00:00:00,10.3
Kasich,2014-09-27 00:00:00,2.0
Huckabee,2014-09-27 00:00:00,11.0
Fiorina,2014-09-27 00:00:00,
Santorum,2014-09-27 00:00:00,2.8
Walker,2014-09-27 00:00:00,5.3
Jindal,2014-09-27 00:00:00,2.3
Perry,2014-09-27 00:00:00,8.3
Graham,2014-09-27 00:00:00,
Pataki,2014-09-27 00:00:00,
Trump,2014-09-26 00:00:00,
Cruz,2014-09-26 00:00:00,8.8
Rubio,2014-09-26 00:00:00,7.5
Carson,2014-09-26 00:00:00,
Bush,2014-09-26 00:00:00,10.8
Christie,2014-09-26 00:00:00,11.5
Paul,2014-09-26 00:00:00,10.3
Kasich,2014-09-26 00:00:00,2.0
Huckabee,2014-09-26 00:00:00,11.0
Fiorina,2014-09-26 00:00:00,
Santorum,2014-09-26 00:00:00,2.8
Walker,2014-09-26 00:00:00,5.3
Jindal,2014-09-26 00:00:00,2.3
Perry,2014-09-26 00:00:00,8.3
Graham,2014-09-26 00:00:00,
Pataki,2014-09-26 00:00:00,
Trump,2014-09-25 00:00:00,
Cruz,2014-09-25 00:00:00,8.8
Rubio,2014-09-25 00:00:00,7.5
Carson,2014-09-25 00:00:00,
Bush,2014-09-25 00:00:00,10.8
Christie,2014-09-25 00:00:00,11.5
Paul,2014-09-25 00:00:00,10.3
Kasich,2014-09-25 00:00:00,2.0
Huckabee,2014-09-25 00:00:00,11.0
Fiorina,2014-09-25 00:00:00,
Santorum,2014-09-25 00:00:00,2.8
Walker,2014-09-25 00:00:00,5.3
Jindal,2014-09-25 00:00:00,2.3
Perry,2014-09-25 00:00:00,8.3
Graham,2014-09-25 00:00:00,
Pataki,2014-09-25 00:00:00,
Trump,2014-09-24 00:00:00,
Cruz,2014-09-24 00:00:00,8.8
Rubio,2014-09-24 00:00:00,7.5
Carson,2014-09-24 00:00:00,
Bush,2014-09-24 00:00:00,10.8
Christie,2014-09-24 00:00:00,11.5
Paul,2014-09-24 00:00:00,10.3
Kasich,2014-09-24 00:00:00,2.0
Huckabee,2014-09-24 00:00:00,11.0
Fiorina,2014-09-24 00:00:00,
Santorum,2014-09-24 00:00:00,2.8
Walker,2014-09-24 00:00:00,5.3
Jindal,2014-09-24 00:00:00,2.3
Perry,2014-09-24 00:00:00,8.3
Graham,2014-09-24 00:00:00,
Pataki,2014-09-24 00:00:00,
Trump,2014-09-23 00:00:00,
Cruz,2014-09-23 00:00:00,8.8
Rubio,2014-09-23 00:00:00,7.5
Carson,2014-09-23 00:00:00,
Bush,2014-09-23 00:00:00,10.8
Christie,2014-09-23 00:00:00,11.5
Paul,2014-09-23 00:00:00,10.3
Kasich,2014-09-23 00:00:00,2.0
Huckabee,2014-09-23 00:00:00,11.0
Fiorina,2014-09-23 00:00:00,
Santorum,2014-09-23 00:00:00,2.8
Walker,2014-09-23 00:00:00,5.3
Jindal,2014-09-23 00:00:00,2.3
Perry,2014-09-23 00:00:00,8.3
Graham,2014-09-23 00:00:00,
Pataki,2014-09-23 00:00:00,
Trump,2014-09-22 00:00:00,
Cruz,2014-09-22 00:00:00,8.8
