cand1,cand2,week,poll_gap,pro_gap,con_gap,state
Cruz,Kasich,2016-01-21,0.2,-3.85714285714,11.5714285714,New Hampshire
Cruz,Rubio,2016-01-21,3.4,-27.7142857143,-30.1428571429,New Hampshire
Cruz,Trump,2016-01-21,-0.5,-30.7142857143,-2.0,New Hampshire
Kasich,Rubio,2016-01-21,3.2,-23.8571428571,-41.7142857143,New Hampshire
Kasich,Trump,2016-01-21,-0.7,-26.8571428571,-13.5714285714,New Hampshire
Rubio,Trump,2016-01-21,-3.9,-3.0,28.1428571429,New Hampshire
Cruz,Kasich,2016-01-22,-0.8,-1.14285714286,7.28571428571,New Hampshire
Cruz,Rubio,2016-01-22,3.1,-24.8571428571,-27.1428571429,New Hampshire
Cruz,Trump,2016-01-22,-0.6,-28.7142857143,0.285714285714,New Hampshire
Kasich,Rubio,2016-01-22,3.9,-23.7142857143,-34.4285714286,New Hampshire
Kasich,Trump,2016-01-22,0.2,-27.5714285714,-7.0,New Hampshire
Rubio,Trump,2016-01-22,-3.7,-3.85714285714,27.4285714286,New Hampshire
Cruz,Kasich,2016-01-23,-0.8,-0.428571428571,3.42857142857,New Hampshire
Cruz,Rubio,2016-01-23,3.1,-23.2857142857,-23.2857142857,New Hampshire
Cruz,Trump,2016-01-23,-0.6,-27.5714285714,1.71428571429,New Hampshire
Kasich,Rubio,2016-01-23,3.9,-22.8571428571,-26.7142857143,New Hampshire
Kasich,Trump,2016-01-23,0.2,-27.1428571429,-1.71428571429,New Hampshire
Rubio,Trump,2016-01-23,-3.7,-4.28571428571,25.0,New Hampshire
Cruz,Kasich,2016-01-24,1.8,-0.285714285714,0.428571428571,New Hampshire
Cruz,Rubio,2016-01-24,3.5,-20.1428571429,-20.0,New Hampshire
Cruz,Trump,2016-01-24,0.4,-27.4285714286,4.28571428571,New Hampshire
Kasich,Rubio,2016-01-24,1.7,-19.8571428571,-20.4285714286,New Hampshire
Kasich,Trump,2016-01-24,-1.4,-27.1428571429,3.85714285714,New Hampshire
Rubio,Trump,2016-01-24,-3.1,-7.28571428571,24.2857142857,New Hampshire
Cruz,Kasich,2016-01-25,2.3,-1.57142857143,-3.14285714286,New Hampshire
Cruz,Rubio,2016-01-25,3.6,-16.7142857143,-12.4285714286,New Hampshire
Cruz,Trump,2016-01-25,0.3,-24.7142857143,8.0,New Hampshire
Kasich,Rubio,2016-01-25,1.3,-15.1428571429,-9.28571428571,New Hampshire
Kasich,Trump,2016-01-25,-2.0,-23.1428571429,11.1428571429,New Hampshire
Rubio,Trump,2016-01-25,-3.3,-8.0,20.4285714286,New Hampshire
Cruz,Kasich,2016-01-26,3.4,-2.28571428571,-9.57142857143,New Hampshire
Cruz,Rubio,2016-01-26,1.9,-16.8571428571,-7.28571428571,New Hampshire
Cruz,Trump,2016-01-26,0.9,-20.1428571429,11.1428571429,New Hampshire
Kasich,Rubio,2016-01-26,-1.5,-14.5714285714,2.28571428571,New Hampshire
Kasich,Trump,2016-01-26,-2.5,-17.8571428571,20.7142857143,New Hampshire
Rubio,Trump,2016-01-26,-1.0,-3.28571428571,18.4285714286,New Hampshire
Cruz,Kasich,2016-01-27,0.9,-2.57142857143,-13.4285714286,New Hampshire
Cruz,Rubio,2016-01-27,0.2,-24.1428571429,2.57142857143,New Hampshire
Cruz,Trump,2016-01-27,1.8,-17.2857142857,15.1428571429,New Hampshire
Kasich,Rubio,2016-01-27,-0.7,-21.5714285714,16.0,New Hampshire
Kasich,Trump,2016-01-27,0.9,-14.7142857143,28.5714285714,New Hampshire
Rubio,Trump,2016-01-27,1.6,6.85714285714,12.5714285714,New Hampshire
Cruz,Kasich,2016-01-28,0.5,-4.57142857143,-15.8571428571,New Hampshire
Cruz,Rubio,2016-01-28,-0.5,-32.4285714286,13.5714285714,New Hampshire
Cruz,Trump,2016-01-28,1.2,-15.2857142857,21.8571428571,New Hampshire
Kasich,Rubio,2016-01-28,-1.0,-27.8571428571,29.4285714286,New Hampshire
Kasich,Trump,2016-01-28,0.7,-10.7142857143,37.7142857143,New Hampshire
Rubio,Trump,2016-01-28,1.7,17.1428571429,8.28571428571,New Hampshire
Bush,Cruz,2016-01-29,2.3,17.5714285714,7.85714285714,New Hampshire
Bush,Kasich,2016-01-29,2.6,10.8571428571,-5.14285714286,New Hampshire
Bush,Rubio,2016-01-29,1.5,-22.0,25.1428571429,New Hampshire
Bush,Trump,2016-01-29,3.4,1.42857142857,32.8571428571,New Hampshire
Cruz,Kasich,2016-01-29,0.3,-6.71428571429,-13.0,New Hampshire
Cruz,Rubio,2016-01-29,-0.8,-39.5714285714,17.2857142857,New Hampshire
Cruz,Trump,2016-01-29,1.1,-16.1428571429,25.0,New Hampshire
Kasich,Rubio,2016-01-29,-1.1,-32.8571428571,30.2857142857,New Hampshire
Kasich,Trump,2016-01-29,0.8,-9.42857142857,38.0,New Hampshire
Rubio,Trump,2016-01-29,1.9,23.4285714286,7.71428571429,New Hampshire
Bush,Cruz,2016-01-30,3.2,20.8571428571,9.42857142857,New Hampshire
Bush,Kasich,2016-01-30,2.4,13.7142857143,0.142857142857,New Hampshire
Bush,Rubio,2016-01-30,2.2,-23.4285714286,28.1428571429,New Hampshire
Bush,Trump,2016-01-30,4.4,3.28571428571,35.4285714286,New Hampshire
Cruz,Kasich,2016-01-30,-0.8,-7.14285714286,-9.28571428571,New Hampshire
Cruz,Rubio,2016-01-30,-1.0,-44.2857142857,18.7142857143,New Hampshire
Cruz,Trump,2016-01-30,1.2,-17.5714285714,26.0,New Hampshire
Kasich,Rubio,2016-01-30,-0.2,-37.1428571429,28.0,New Hampshire
Kasich,Trump,2016-01-30,2.0,-10.4285714286,35.2857142857,New Hampshire
Rubio,Trump,2016-01-30,2.2,26.7142857143,7.28571428571,New Hampshire
