cand,date,rcp
Cruz,2015-02-23 00:00:00,4.0
Rubio,2015-02-23 00:00:00,5.7
Carson,2015-02-23 00:00:00,7.0
Paul,2015-02-23 00:00:00,10.7
Bush,2015-02-23 00:00:00,11.7
Huckabee,2015-02-23 00:00:00,12.3
Kasich,2015-02-23 00:00:00,1.0
Fiorina,2015-02-23 00:00:00,1.7
Christie,2015-02-23 00:00:00,8.0
Santorum,2015-02-23 00:00:00,5.3
Walker,2015-02-23 00:00:00,18.3
Jindal,2015-02-23 00:00:00,2.0
Perry,2015-02-23 00:00:00,3.5
Graham,2015-02-23 00:00:00,1.0
Pataki,2015-02-23 00:00:00,
Trump,2015-02-22 00:00:00,
Cruz,2015-02-22 00:00:00,4.0
Rubio,2015-02-22 00:00:00,5.7
Carson,2015-02-22 00:00:00,7.0
Paul,2015-02-22 00:00:00,10.7
Bush,2015-02-22 00:00:00,11.7
Huckabee,2015-02-22 00:00:00,12.3
Kasich,2015-02-22 00:00:00,1.0
Fiorina,2015-02-22 00:00:00,1.7
Christie,2015-02-22 00:00:00,8.0
Santorum,2015-02-22 00:00:00,5.3
Walker,2015-02-22 00:00:00,18.3
Jindal,2015-02-22 00:00:00,2.0
Perry,2015-02-22 00:00:00,3.5
Graham,2015-02-22 00:00:00,1.0
Pataki,2015-02-22 00:00:00,
Trump,2015-02-21 00:00:00,
Cruz,2015-02-21 00:00:00,4.0
Rubio,2015-02-21 00:00:00,5.7
Carson,2015-02-21 00:00:00,7.0
Paul,2015-02-21 00:00:00,10.7
Bush,2015-02-21 00:00:00,11.7
Huckabee,2015-02-21 00:00:00,12.3
Kasich,2015-02-21 00:00:00,1.0
Fiorina,2015-02-21 00:00:00,1.7
Christie,2015-02-21 00:00:00,8.0
Santorum,2015-02-21 00:00:00,5.3
Walker,2015-02-21 00:00:00,18.3
Jindal,2015-02-21 00:00:00,2.0
Perry,2015-02-21 00:00:00,3.5
Graham,2015-02-21 00:00:00,1.0
Pataki,2015-02-21 00:00:00,
Trump,2015-02-20 00:00:00,
Cruz,2015-02-20 00:00:00,4.3
Rubio,2015-02-20 00:00:00,5.3
Carson,2015-02-20 00:00:00,8.5
Paul,2015-02-20 00:00:00,9.8
Bush,2015-02-20 00:00:00,12.0
Huckabee,2015-02-20 00:00:00,12.8
Kasich,2015-02-20 00:00:00,1.0
Fiorina,2015-02-20 00:00:00,1.7
Christie,2015-02-20 00:00:00,7.3
Santorum,2015-02-20 00:00:00,5.0
Walker,2015-02-20 00:00:00,16.3
Jindal,2015-02-20 00:00:00,2.0
Perry,2015-02-20 00:00:00,3.3
Graham,2015-02-20 00:00:00,1.0
Pataki,2015-02-20 00:00:00,
Trump,2015-02-19 00:00:00,
Cruz,2015-02-19 00:00:00,4.3
Rubio,2015-02-19 00:00:00,5.3
Carson,2015-02-19 00:00:00,8.5
Paul,2015-02-19 00:00:00,9.8
Bush,2015-02-19 00:00:00,12.0
Huckabee,2015-02-19 00:00:00,12.8
Kasich,2015-02-19 00:00:00,1.0
Fiorina,2015-02-19 00:00:00,1.7
Christie,2015-02-19 00:00:00,7.3
Santorum,2015-02-19 00:00:00,5.0
Walker,2015-02-19 00:00:00,16.3
Jindal,2015-02-19 00:00:00,2.0
Perry,2015-02-19 00:00:00,3.3
Graham,2015-02-19 00:00:00,1.0
Pataki,2015-02-19 00:00:00,
Trump,2015-02-18 00:00:00,
Cruz,2015-02-18 00:00:00,4.3
Rubio,2015-02-18 00:00:00,5.3
Carson,2015-02-18 00:00:00,8.5
Paul,2015-02-18 00:00:00,9.8
Bush,2015-02-18 00:00:00,12.0
Huckabee,2015-02-18 00:00:00,12.8
Kasich,2015-02-18 00:00:00,1.0
Fiorina,2015-02-18 00:00:00,1.7
Christie,2015-02-18 00:00:00,7.3
Santorum,2015-02-18 00:00:00,5.0
Walker,2015-02-18 00:00:00,16.3
Jindal,2015-02-18 00:00:00,2.0
Perry,2015-02-18 00:00:00,3.3
Graham,2015-02-18 00:00:00,1.0
Pataki,2015-02-18 00:00:00,
Trump,2015-02-17 00:00:00,
Cruz,2015-02-17 00:00:00,4.3
Rubio,2015-02-17 00:00:00,5.3
Carson,2015-02-17 00:00:00,8.5
Paul,2015-02-17 00:00:00,9.8
Bush,2015-02-17 00:00:00,12.0
Huckabee,2015-02-17 00:00:00,12.8
Kasich,2015-02-17 00:00:00,1.0
Fiorina,2015-02-17 00:00:00,1.7
Christie,2015-02-17 00:00:00,7.3
Santorum,2015-02-17 00:00:00,5.0
Walker,2015-02-17 00:00:00,16.3
Jindal,2015-02-17 00:00:00,2.0
Perry,2015-02-17 00:00:00,3.3
Graham,2015-02-17 00:00:00,1.0
Pataki,2015-02-17 00:00:00,
Trump,2015-02-16 00:00:00,
Cruz,2015-02-16 00:00:00,4.3
Rubio,2015-02-16 00:00:00,4.7
Carson,2015-02-16 00:00:00,9.7
Paul,2015-02-16 00:00:00,9.7
Bush,2015-02-16 00:00:00,12.7
Huckabee,2015-02-16 00:00:00,14.7
Kasich,2015-02-16 00:00:00,1.0
Fiorina,2015-02-16 00:00:00,1.0
Christie,2015-02-16 00:00:00,6.7
Santorum,2015-02-16 00:00:00,4.7
Walker,2015-02-16 00:00:00,13.7
Jindal,2015-02-16 00:00:00,2.0
Perry,2015-02-16 00:00:00,3.3
Graham,2015-02-16 00:00:00,1.0
Pataki,2015-02-16 00:00:00,
Trump,2015-02-15 00:00:00,
Cruz,2015-02-15 00:00:00,4.3
Rubio,2015-02-15 00:00:00,4.7
Carson,2015-02-15 00:00:00,9.7
Paul,2015-02-15 00:00:00,9.7
Bush,2015-02-15 00:00:00,12.7
Huckabee,2015-02-15 00:00:00,14.7
Kasich,2015-02-15 00:00:00,1.0
Fiorina,2015-02-15 00:00:00,1.0
Christie,2015-02-15 00:00:00,6.7
Santorum,2015-02-15 00:00:00,4.7
Walker,2015-02-15 00:00:00,13.7
Jindal,2015-02-15 00:00:00,2.0
Perry,2015-02-15 00:00:00,3.3
Graham,2015-02-15 00:00:00,1.0
Pataki,2015-02-15 00:00:00,
Trump,2015-02-14 00:00:00,
Cruz,2015-02-14 00:00:00,5.7
Rubio,2015-02-14 00:00:00,5.0
Carson,2015-02-14 00:00:00,11.7
Paul,2015-02-14 00:00:00,9.3
Bush,2015-02-14 00:00:00,9.2
Huckabee,2015-02-14 00:00:00,14.8
Kasich,2015-02-14 00:00:00,1.0
Fiorina,2015-02-14 00:00:00,1.0
Christie,2015-02-14 00:00:00,7.2
Santorum,2015-02-14 00:00:00,5.5
Walker,2015-02-14 00:00:00,7.5
Jindal,2015-02-14 00:00:00,2.2
Perry,2015-02-14 00:00:00,4.8
Graham,2015-02-14 00:00:00,
Pataki,2015-02-14 00:00:00,
Trump,2015-02-13 00:00:00,
Cruz,2015-02-13 00:00:00,5.7
Rubio,2015-02-13 00:00:00,5.0
Carson,2015-02-13 00:00:00,11.7
Paul,2015-02-13 00:00:00,9.3
Bush,2015-02-13 00:00:00,9.2
Huckabee,2015-02-13 00:00:00,14.8
Kasich,2015-02-13 00:00:00,1.0
Fiorina,2015-02-13 00:00:00,1.0
Christie,2015-02-13 00:00:00,7.2
Santorum,2015-02-13 00:00:00,5.5
Walker,2015-02-13 00:00:00,7.5
Jindal,2015-02-13 00:00:00,2.2
Perry,2015-02-13 00:00:00,4.8
Graham,2015-02-13 00:00:00,
Pataki,2015-02-13 00:00:00,
Trump,2015-02-12 00:00:00,
Cruz,2015-02-12 00:00:00,5.7
Rubio,2015-02-12 00:00:00,5.0
Carson,2015-02-12 00:00:00,11.7
Paul,2015-02-12 00:00:00,9.3
Bush,2015-02-12 00:00:00,9.2
Huckabee,2015-02-12 00:00:00,14.8
Kasich,2015-02-12 00:00:00,1.0
Fiorina,2015-02-12 00:00:00,1.0
Christie,2015-02-12 00:00:00,7.2
Santorum,2015-02-12 00:00:00,5.5
Walker,2015-02-12 00:00:00,7.5
Jindal,2015-02-12 00:00:00,2.2
Perry,2015-02-12 00:00:00,4.8
Graham,2015-02-12 00:00:00,
Pataki,2015-02-12 00:00:00,
Trump,2015-02-11 00:00:00,
Cruz,2015-02-11 00:00:00,5.7
Rubio,2015-02-11 00:00:00,5.0
Carson,2015-02-11 00:00:00,11.7
Paul,2015-02-11 00:00:00,9.3
Bush,2015-02-11 00:00:00,9.2
Huckabee,2015-02-11 00:00:00,14.8
Kasich,2015-02-11 00:00:00,1.0
Fiorina,2015-02-11 00:00:00,1.0
Christie,2015-02-11 00:00:00,7.2
Santorum,2015-02-11 00:00:00,5.5
Walker,2015-02-11 00:00:00,7.5
Jindal,2015-02-11 00:00:00,2.2
Perry,2015-02-11 00:00:00,4.8
Graham,2015-02-11 00:00:00,
Pataki,2015-02-11 00:00:00,
Trump,2015-02-10 00:00:00,
Cruz,2015-02-10 00:00:00,5.7
Rubio,2015-02-10 00:00:00,5.0
Carson,2015-02-10 00:00:00,11.7
Paul,2015-02-10 00:00:00,9.3
Bush,2015-02-10 00:00:00,9.2
Huckabee,2015-02-10 00:00:00,14.8
Kasich,2015-02-10 00:00:00,1.0
Fiorina,2015-02-10 00:00:00,1.0
Christie,2015-02-10 00:00:00,7.2
Santorum,2015-02-10 00:00:00,5.5
Walker,2015-02-10 00:00:00,7.5
Jindal,2015-02-10 00:00:00,2.2
Perry,2015-02-10 00:00:00,4.8
Graham,2015-02-10 00:00:00,
Pataki,2015-02-10 00:00:00,
Trump,2015-02-09 00:00:00,
Cruz,2015-02-09 00:00:00,5.7
Rubio,2015-02-09 00:00:00,5.0
Carson,2015-02-09 00:00:00,11.7
Paul,2015-02-09 00:00:00,9.3
Bush,2015-02-09 00:00:00,9.2
Huckabee,2015-02-09 00:00:00,14.8
Kasich,2015-02-09 00:00:00,1.0
Fiorina,2015-02-09 00:00:00,1.0
Christie,2015-02-09 00:00:00,7.2
Santorum,2015-02-09 00:00:00,5.5
Walker,2015-02-09 00:00:00,7.5
Jindal,2015-02-09 00:00:00,2.2
Perry,2015-02-09 00:00:00,4.8
Graham,2015-02-09 00:00:00,
Pataki,2015-02-09 00:00:00,
Trump,2015-02-08 00:00:00,
Cruz,2015-02-08 00:00:00,5.7
Rubio,2015-02-08 00:00:00,5.0
Carson,2015-02-08 00:00:00,11.7
Paul,2015-02-08 00:00:00,9.3
Bush,2015-02-08 00:00:00,9.2
Huckabee,2015-02-08 00:00:00,14.8
Kasich,2015-02-08 00:00:00,1.0
Fiorina,2015-02-08 00:00:00,1.0
Christie,2015-02-08 00:00:00,7.2
Santorum,2015-02-08 00:00:00,5.5
Walker,2015-02-08 00:00:00,7.5
Jindal,2015-02-08 00:00:00,2.2
Perry,2015-02-08 00:00:00,4.8
Graham,2015-02-08 00:00:00,
Pataki,2015-02-08 00:00:00,
Trump,2015-02-07 00:00:00,
Cruz,2015-02-07 00:00:00,5.7
Rubio,2015-02-07 00:00:00,5.0
Carson,2015-02-07 00:00:00,11.7
Paul,2015-02-07 00:00:00,9.3
Bush,2015-02-07 00:00:00,9.2
Huckabee,2015-02-07 00:00:00,14.8
Kasich,2015-02-07 00:00:00,1.0
Fiorina,2015-02-07 00:00:00,1.0
Christie,2015-02-07 00:00:00,7.2
Santorum,2015-02-07 00:00:00,5.5
Walker,2015-02-07 00:00:00,7.5
Jindal,2015-02-07 00:00:00,2.2
Perry,2015-02-07 00:00:00,4.8
Graham,2015-02-07 00:00:00,
Pataki,2015-02-07 00:00:00,
Trump,2015-02-06 00:00:00,
Cruz,2015-02-06 00:00:00,5.7
Rubio,2015-02-06 00:00:00,5.0
Carson,2015-02-06 00:00:00,11.7
Paul,2015-02-06 00:00:00,9.3
Bush,2015-02-06 00:00:00,9.2
Huckabee,2015-02-06 00:00:00,14.8
Kasich,2015-02-06 00:00:00,1.0
Fiorina,2015-02-06 00:00:00,1.0
Christie,2015-02-06 00:00:00,7.2
Santorum,2015-02-06 00:00:00,5.5
Walker,2015-02-06 00:00:00,7.5
Jindal,2015-02-06 00:00:00,2.2
Perry,2015-02-06 00:00:00,4.8
Graham,2015-02-06 00:00:00,
Pataki,2015-02-06 00:00:00,
Trump,2015-02-05 00:00:00,
Cruz,2015-02-05 00:00:00,5.7
Rubio,2015-02-05 00:00:00,5.0
Carson,2015-02-05 00:00:00,11.7
Paul,2015-02-05 00:00:00,9.3
Bush,2015-02-05 00:00:00,9.2
Huckabee,2015-02-05 00:00:00,14.8
Kasich,2015-02-05 00:00:00,1.0
Fiorina,2015-02-05 00:00:00,1.0
Christie,2015-02-05 00:00:00,7.2
Santorum,2015-02-05 00:00:00,5.5
Walker,2015-02-05 00:00:00,7.5
Jindal,2015-02-05 00:00:00,2.2
Perry,2015-02-05 00:00:00,4.8
Graham,2015-02-05 00:00:00,
Pataki,2015-02-05 00:00:00,
Trump,2015-02-04 00:00:00,
Cruz,2015-02-04 00:00:00,5.7
Rubio,2015-02-04 00:00:00,5.0
Carson,2015-02-04 00:00:00,11.7
Paul,2015-02-04 00:00:00,9.3
Bush,2015-02-04 00:00:00,9.2
Huckabee,2015-02-04 00:00:00,14.8
Kasich,2015-02-04 00:00:00,1.0
Fiorina,2015-02-04 00:00:00,1.0
Christie,2015-02-04 00:00:00,7.2
Santorum,2015-02-04 00:00:00,5.5
Walker,2015-02-04 00:00:00,7.5
Jindal,2015-02-04 00:00:00,2.2
Perry,2015-02-04 00:00:00,4.8
Graham,2015-02-04 00:00:00,
Pataki,2015-02-04 00:00:00,
Trump,2015-02-03 00:00:00,
Cruz,2015-02-03 00:00:00,5.7
Rubio,2015-02-03 00:00:00,5.0
Carson,2015-02-03 00:00:00,11.7
Paul,2015-02-03 00:00:00,9.3
Bush,2015-02-03 00:00:00,9.2
Huckabee,2015-02-03 00:00:00,14.8
Kasich,2015-02-03 00:00:00,1.0
Fiorina,2015-02-03 00:00:00,1.0
Christie,2015-02-03 00:00:00,7.2
Santorum,2015-02-03 00:00:00,5.5
Walker,2015-02-03 00:00:00,7.5
Jindal,2015-02-03 00:00:00,2.2
Perry,2015-02-03 00:00:00,4.8
Graham,2015-02-03 00:00:00,
Pataki,2015-02-03 00:00:00,
Trump,2015-02-02 00:00:00,
Cruz,2015-02-02 00:00:00,5.7
Rubio,2015-02-02 00:00:00,5.0
Carson,2015-02-02 00:00:00,11.7
Paul,2015-02-02 00:00:00,9.3
Bush,2015-02-02 00:00:00,9.2
Huckabee,2015-02-02 00:00:00,14.8
Kasich,2015-02-02 00:00:00,1.0
Fiorina,2015-02-02 00:00:00,1.0
Christie,2015-02-02 00:00:00,7.2
Santorum,2015-02-02 00:00:00,5.5
Walker,2015-02-02 00:00:00,7.5
Jindal,2015-02-02 00:00:00,2.2
Perry,2015-02-02 00:00:00,4.8
Graham,2015-02-02 00:00:00,
Pataki,2015-02-02 00:00:00,
Trump,2015-02-01 00:00:00,
Cruz,2015-02-01 00:00:00,5.7
Rubio,2015-02-01 00:00:00,5.0
Carson,2015-02-01 00:00:00,11.7
Paul,2015-02-01 00:00:00,9.3
Bush,2015-02-01 00:00:00,9.2
Huckabee,2015-02-01 00:00:00,14.8
Kasich,2015-02-01 00:00:00,1.0
Fiorina,2015-02-01 00:00:00,1.0
Christie,2015-02-01 00:00:00,7.2
Santorum,2015-02-01 00:00:00,5.5
Walker,2015-02-01 00:00:00,7.5
Jindal,2015-02-01 00:00:00,2.2
Perry,2015-02-01 00:00:00,4.8
Graham,2015-02-01 00:00:00,
Pataki,2015-02-01 00:00:00,
Trump,2015-01-31 00:00:00,
Cruz,2015-01-31 00:00:00,5.7
Rubio,2015-01-31 00:00:00,5.0
Carson,2015-01-31 00:00:00,11.7
Paul,2015-01-31 00:00:00,9.3
Bush,2015-01-31 00:00:00,9.2
Huckabee,2015-01-31 00:00:00,14.8
Kasich,2015-01-31 00:00:00,1.0
Fiorina,2015-01-31 00:00:00,1.0
Christie,2015-01-31 00:00:00,7.2
Santorum,2015-01-31 00:00:00,5.5
Walker,2015-01-31 00:00:00,7.5
Jindal,2015-01-31 00:00:00,2.2
Perry,2015-01-31 00:00:00,4.8
Graham,2015-01-31 00:00:00,
Pataki,2015-01-31 00:00:00,
Trump,2015-01-30 00:00:00,
Cruz,2015-01-30 00:00:00,5.6
Rubio,2015-01-30 00:00:00,5.2
Carson,2015-01-30 00:00:00,12.5
Paul,2015-01-30 00:00:00,8.2
Bush,2015-01-30 00:00:00,9.2
Huckabee,2015-01-30 00:00:00,15.3
Kasich,2015-01-30 00:00:00,1.0
Fiorina,2015-01-30 00:00:00,1.0
Christie,2015-01-30 00:00:00,7.4
Santorum,2015-01-30 00:00:00,5.6
Walker,2015-01-30 00:00:00,5.8
Jindal,2015-01-30 00:00:00,2.2
Perry,2015-01-30 00:00:00,5.2
Graham,2015-01-30 00:00:00,
Pataki,2015-01-30 00:00:00,
Trump,2015-01-29 00:00:00,
Cruz,2015-01-29 00:00:00,5.8
Rubio,2015-01-29 00:00:00,5.5
Carson,2015-01-29 00:00:00,
Paul,2015-01-29 00:00:00,8.5
Bush,2015-01-29 00:00:00,8.3
Huckabee,2015-01-29 00:00:00,15.7
Kasich,2015-01-29 00:00:00,1.0
Fiorina,2015-01-29 00:00:00,
Christie,2015-01-29 00:00:00,8.0
Santorum,2015-01-29 00:00:00,6.0
Walker,2015-01-29 00:00:00,4.8
Jindal,2015-01-29 00:00:00,2.3
Perry,2015-01-29 00:00:00,5.8
Graham,2015-01-29 00:00:00,
Pataki,2015-01-29 00:00:00,
Trump,2015-01-28 00:00:00,
Cruz,2015-01-28 00:00:00,5.8
Rubio,2015-01-28 00:00:00,5.5
Carson,2015-01-28 00:00:00,
Paul,2015-01-28 00:00:00,8.5
Bush,2015-01-28 00:00:00,8.3
Huckabee,2015-01-28 00:00:00,15.7
Kasich,2015-01-28 00:00:00,1.0
Fiorina,2015-01-28 00:00:00,
Christie,2015-01-28 00:00:00,8.0
Santorum,2015-01-28 00:00:00,6.0
Walker,2015-01-28 00:00:00,4.8
Jindal,2015-01-28 00:00:00,2.3
Perry,2015-01-28 00:00:00,5.8
Graham,2015-01-28 00:00:00,
Pataki,2015-01-28 00:00:00,
Trump,2015-01-27 00:00:00,
Cruz,2015-01-27 00:00:00,5.8
Rubio,2015-01-27 00:00:00,5.5
Carson,2015-01-27 00:00:00,
Paul,2015-01-27 00:00:00,8.5
Bush,2015-01-27 00:00:00,8.3
Huckabee,2015-01-27 00:00:00,15.7
Kasich,2015-01-27 00:00:00,1.0
Fiorina,2015-01-27 00:00:00,
Christie,2015-01-27 00:00:00,8.0
Santorum,2015-01-27 00:00:00,6.0
Walker,2015-01-27 00:00:00,4.8
Jindal,2015-01-27 00:00:00,2.3
Perry,2015-01-27 00:00:00,5.8
Graham,2015-01-27 00:00:00,
Pataki,2015-01-27 00:00:00,
Trump,2015-01-26 00:00:00,
Cruz,2015-01-26 00:00:00,5.8
Rubio,2015-01-26 00:00:00,5.5
Carson,2015-01-26 00:00:00,
Paul,2015-01-26 00:00:00,8.5
Bush,2015-01-26 00:00:00,8.3
Huckabee,2015-01-26 00:00:00,15.7
Kasich,2015-01-26 00:00:00,1.0
Fiorina,2015-01-26 00:00:00,
Christie,2015-01-26 00:00:00,8.0
Santorum,2015-01-26 00:00:00,6.0
Walker,2015-01-26 00:00:00,4.8
Jindal,2015-01-26 00:00:00,2.3
Perry,2015-01-26 00:00:00,5.8
Graham,2015-01-26 00:00:00,
Pataki,2015-01-26 00:00:00,
Trump,2015-01-25 00:00:00,
Cruz,2015-01-25 00:00:00,5.8
Rubio,2015-01-25 00:00:00,5.5
Carson,2015-01-25 00:00:00,
Paul,2015-01-25 00:00:00,8.5
Bush,2015-01-25 00:00:00,8.3
Huckabee,2015-01-25 00:00:00,15.7
Kasich,2015-01-25 00:00:00,1.0
Fiorina,2015-01-25 00:00:00,
Christie,2015-01-25 00:00:00,8.0
Santorum,2015-01-25 00:00:00,6.0
Walker,2015-01-25 00:00:00,4.8
Jindal,2015-01-25 00:00:00,2.3
Perry,2015-01-25 00:00:00,5.8
Graham,2015-01-25 00:00:00,
Pataki,2015-01-25 00:00:00,
Trump,2015-01-24 00:00:00,
Cruz,2015-01-24 00:00:00,5.8
Rubio,2015-01-24 00:00:00,5.5
Carson,2015-01-24 00:00:00,
Paul,2015-01-24 00:00:00,8.5
Bush,2015-01-24 00:00:00,8.3
Huckabee,2015-01-24 00:00:00,15.7
Kasich,2015-01-24 00:00:00,1.0
Fiorina,2015-01-24 00:00:00,
Christie,2015-01-24 00:00:00,8.0
Santorum,2015-01-24 00:00:00,6.0
Walker,2015-01-24 00:00:00,4.8
Jindal,2015-01-24 00:00:00,2.3
Perry,2015-01-24 00:00:00,5.8
Graham,2015-01-24 00:00:00,
Pataki,2015-01-24 00:00:00,
Trump,2015-01-23 00:00:00,
Cruz,2015-01-23 00:00:00,5.8
Rubio,2015-01-23 00:00:00,5.5
Carson,2015-01-23 00:00:00,
Paul,2015-01-23 00:00:00,8.5
Bush,2015-01-23 00:00:00,8.3
Huckabee,2015-01-23 00:00:00,15.7
Kasich,2015-01-23 00:00:00,1.0
Fiorina,2015-01-23 00:00:00,
Christie,2015-01-23 00:00:00,8.0
Santorum,2015-01-23 00:00:00,6.0
Walker,2015-01-23 00:00:00,4.8
Jindal,2015-01-23 00:00:00,2.3
Perry,2015-01-23 00:00:00,5.8
Graham,2015-01-23 00:00:00,
Pataki,2015-01-23 00:00:00,
Trump,2015-01-22 00:00:00,
Cruz,2015-01-22 00:00:00,5.8
Rubio,2015-01-22 00:00:00,5.5
Carson,2015-01-22 00:00:00,
Paul,2015-01-22 00:00:00,8.5
Bush,2015-01-22 00:00:00,8.3
Huckabee,2015-01-22 00:00:00,15.7
Kasich,2015-01-22 00:00:00,1.0
Fiorina,2015-01-22 00:00:00,
Christie,2015-01-22 00:00:00,8.0
Santorum,2015-01-22 00:00:00,6.0
Walker,2015-01-22 00:00:00,4.8
Jindal,2015-01-22 00:00:00,2.3
Perry,2015-01-22 00:00:00,5.8
Graham,2015-01-22 00:00:00,
Pataki,2015-01-22 00:00:00,
Trump,2015-01-21 00:00:00,
Cruz,2015-01-21 00:00:00,5.8
Rubio,2015-01-21 00:00:00,5.5
Carson,2015-01-21 00:00:00,
Paul,2015-01-21 00:00:00,8.5
Bush,2015-01-21 00:00:00,8.3
Huckabee,2015-01-21 00:00:00,15.7
Kasich,2015-01-21 00:00:00,1.0
Fiorina,2015-01-21 00:00:00,
Christie,2015-01-21 00:00:00,8.0
Santorum,2015-01-21 00:00:00,6.0
Walker,2015-01-21 00:00:00,4.8
Jindal,2015-01-21 00:00:00,2.3
Perry,2015-01-21 00:00:00,5.8
Graham,2015-01-21 00:00:00,
Pataki,2015-01-21 00:00:00,
Trump,2015-01-20 00:00:00,
Cruz,2015-01-20 00:00:00,5.8
Rubio,2015-01-20 00:00:00,5.5
Carson,2015-01-20 00:00:00,
Paul,2015-01-20 00:00:00,8.5
Bush,2015-01-20 00:00:00,8.3
Huckabee,2015-01-20 00:00:00,15.7
Kasich,2015-01-20 00:00:00,1.0
Fiorina,2015-01-20 00:00:00,
Christie,2015-01-20 00:00:00,8.0
Santorum,2015-01-20 00:00:00,6.0
Walker,2015-01-20 00:00:00,4.8
Jindal,2015-01-20 00:00:00,2.3
Perry,2015-01-20 00:00:00,5.8
Graham,2015-01-20 00:00:00,
Pataki,2015-01-20 00:00:00,
Trump,2015-01-19 00:00:00,
Cruz,2015-01-19 00:00:00,5.8
Rubio,2015-01-19 00:00:00,5.5
Carson,2015-01-19 00:00:00,
Paul,2015-01-19 00:00:00,8.5
Bush,2015-01-19 00:00:00,8.3
Huckabee,2015-01-19 00:00:00,15.7
Kasich,2015-01-19 00:00:00,1.0
Fiorina,2015-01-19 00:00:00,
Christie,2015-01-19 00:00:00,8.0
Santorum,2015-01-19 00:00:00,6.0
Walker,2015-01-19 00:00:00,4.8
Jindal,2015-01-19 00:00:00,2.3
Perry,2015-01-19 00:00:00,5.8
Graham,2015-01-19 00:00:00,
Pataki,2015-01-19 00:00:00,
Trump,2015-01-18 00:00:00,
Cruz,2015-01-18 00:00:00,5.8
Rubio,2015-01-18 00:00:00,5.5
Carson,2015-01-18 00:00:00,
Paul,2015-01-18 00:00:00,8.5
Bush,2015-01-18 00:00:00,8.3
Huckabee,2015-01-18 00:00:00,15.7
Kasich,2015-01-18 00:00:00,1.0
Fiorina,2015-01-18 00:00:00,
Christie,2015-01-18 00:00:00,8.0
Santorum,2015-01-18 00:00:00,6.0
Walker,2015-01-18 00:00:00,4.8
Jindal,2015-01-18 00:00:00,2.3
Perry,2015-01-18 00:00:00,5.8
Graham,2015-01-18 00:00:00,
Pataki,2015-01-18 00:00:00,
Trump,2015-01-17 00:00:00,
Cruz,2015-01-17 00:00:00,5.8
Rubio,2015-01-17 00:00:00,5.5
Carson,2015-01-17 00:00:00,
Paul,2015-01-17 00:00:00,8.5
Bush,2015-01-17 00:00:00,8.3
Huckabee,2015-01-17 00:00:00,15.7
Kasich,2015-01-17 00:00:00,1.0
Fiorina,2015-01-17 00:00:00,
Christie,2015-01-17 00:00:00,8.0
Santorum,2015-01-17 00:00:00,6.0
Walker,2015-01-17 00:00:00,4.8
Jindal,2015-01-17 00:00:00,2.3
Perry,2015-01-17 00:00:00,5.8
Graham,2015-01-17 00:00:00,
Pataki,2015-01-17 00:00:00,
Trump,2015-01-16 00:00:00,
Cruz,2015-01-16 00:00:00,5.8
Rubio,2015-01-16 00:00:00,5.5
Carson,2015-01-16 00:00:00,
Paul,2015-01-16 00:00:00,8.5
Bush,2015-01-16 00:00:00,8.3
Huckabee,2015-01-16 00:00:00,15.7
Kasich,2015-01-16 00:00:00,1.0
Fiorina,2015-01-16 00:00:00,
Christie,2015-01-16 00:00:00,8.0
Santorum,2015-01-16 00:00:00,6.0
Walker,2015-01-16 00:00:00,4.8
Jindal,2015-01-16 00:00:00,2.3
Perry,2015-01-16 00:00:00,5.8
Graham,2015-01-16 00:00:00,
Pataki,2015-01-16 00:00:00,
Trump,2015-01-15 00:00:00,
Cruz,2015-01-15 00:00:00,5.8
Rubio,2015-01-15 00:00:00,5.5
Carson,2015-01-15 00:00:00,
Paul,2015-01-15 00:00:00,8.5
Bush,2015-01-15 00:00:00,8.3
Huckabee,2015-01-15 00:00:00,15.7
Kasich,2015-01-15 00:00:00,1.0
Fiorina,2015-01-15 00:00:00,
Christie,2015-01-15 00:00:00,8.0
Santorum,2015-01-15 00:00:00,6.0
Walker,2015-01-15 00:00:00,4.8
Jindal,2015-01-15 00:00:00,2.3
Perry,2015-01-15 00:00:00,5.8
Graham,2015-01-15 00:00:00,
Pataki,2015-01-15 00:00:00,
Trump,2015-01-14 00:00:00,
Cruz,2015-01-14 00:00:00,5.8
Rubio,2015-01-14 00:00:00,5.5
Carson,2015-01-14 00:00:00,
Paul,2015-01-14 00:00:00,8.5
Bush,2015-01-14 00:00:00,8.3
Huckabee,2015-01-14 00:00:00,15.7
Kasich,2015-01-14 00:00:00,1.0
Fiorina,2015-01-14 00:00:00,
Christie,2015-01-14 00:00:00,8.0
Santorum,2015-01-14 00:00:00,6.0
Walker,2015-01-14 00:00:00,4.8
Jindal,2015-01-14 00:00:00,2.3
Perry,2015-01-14 00:00:00,5.8
Graham,2015-01-14 00:00:00,
Pataki,2015-01-14 00:00:00,
Trump,2015-01-13 00:00:00,
Cruz,2015-01-13 00:00:00,5.8
Rubio,2015-01-13 00:00:00,5.5
Carson,2015-01-13 00:00:00,
Paul,2015-01-13 00:00:00,8.5
Bush,2015-01-13 00:00:00,8.3
Huckabee,2015-01-13 00:00:00,15.7
Kasich,2015-01-13 00:00:00,1.0
Fiorina,2015-01-13 00:00:00,
Christie,2015-01-13 00:00:00,8.0
Santorum,2015-01-13 00:00:00,6.0
Walker,2015-01-13 00:00:00,4.8
