cand,date,rcp
Pataki,2015-09-30 00:00:00,0.0
Trump,2015-09-29 00:00:00,27.3
Cruz,2015-09-29 00:00:00,7.8
Rubio,2015-09-29 00:00:00,5.8
Carson,2015-09-29 00:00:00,21.3
Paul,2015-09-29 00:00:00,3.8
Bush,2015-09-29 00:00:00,5.3
Huckabee,2015-09-29 00:00:00,4.3
Kasich,2015-09-29 00:00:00,2.8
Fiorina,2015-09-29 00:00:00,6.8
Christie,2015-09-29 00:00:00,1.3
Santorum,2015-09-29 00:00:00,1.5
Walker,2015-09-29 00:00:00,4.5
Jindal,2015-09-29 00:00:00,3.0
Perry,2015-09-29 00:00:00,0.3
Graham,2015-09-29 00:00:00,0.3
Pataki,2015-09-29 00:00:00,0.0
Trump,2015-09-28 00:00:00,27.3
Cruz,2015-09-28 00:00:00,7.8
Rubio,2015-09-28 00:00:00,5.8
Carson,2015-09-28 00:00:00,21.3
Paul,2015-09-28 00:00:00,3.8
Bush,2015-09-28 00:00:00,5.3
Huckabee,2015-09-28 00:00:00,4.3
Kasich,2015-09-28 00:00:00,2.8
Fiorina,2015-09-28 00:00:00,6.8
Christie,2015-09-28 00:00:00,1.3
Santorum,2015-09-28 00:00:00,1.5
Walker,2015-09-28 00:00:00,4.5
Jindal,2015-09-28 00:00:00,3.0
Perry,2015-09-28 00:00:00,0.3
Graham,2015-09-28 00:00:00,0.3
Pataki,2015-09-28 00:00:00,0.0
Trump,2015-09-27 00:00:00,27.3
Cruz,2015-09-27 00:00:00,7.8
Rubio,2015-09-27 00:00:00,5.8
Carson,2015-09-27 00:00:00,21.3
Paul,2015-09-27 00:00:00,3.8
Bush,2015-09-27 00:00:00,5.3
Huckabee,2015-09-27 00:00:00,4.3
Kasich,2015-09-27 00:00:00,2.8
Fiorina,2015-09-27 00:00:00,6.8
Christie,2015-09-27 00:00:00,1.3
Santorum,2015-09-27 00:00:00,1.5
Walker,2015-09-27 00:00:00,4.5
Jindal,2015-09-27 00:00:00,3.0
Perry,2015-09-27 00:00:00,0.3
Graham,2015-09-27 00:00:00,0.3
Pataki,2015-09-27 00:00:00,0.0
Trump,2015-09-26 00:00:00,27.3
Cruz,2015-09-26 00:00:00,7.8
Rubio,2015-09-26 00:00:00,5.8
Carson,2015-09-26 00:00:00,21.3
Paul,2015-09-26 00:00:00,3.8
Bush,2015-09-26 00:00:00,5.3
Huckabee,2015-09-26 00:00:00,4.3
Kasich,2015-09-26 00:00:00,2.8
Fiorina,2015-09-26 00:00:00,6.8
Christie,2015-09-26 00:00:00,1.3
Santorum,2015-09-26 00:00:00,1.5
Walker,2015-09-26 00:00:00,4.5
Jindal,2015-09-26 00:00:00,3.0
Perry,2015-09-26 00:00:00,0.3
Graham,2015-09-26 00:00:00,0.3
Pataki,2015-09-26 00:00:00,0.0
Trump,2015-09-25 00:00:00,27.3
Cruz,2015-09-25 00:00:00,7.8
Rubio,2015-09-25 00:00:00,5.8
Carson,2015-09-25 00:00:00,21.3
Paul,2015-09-25 00:00:00,3.8
Bush,2015-09-25 00:00:00,5.3
Huckabee,2015-09-25 00:00:00,4.3
Kasich,2015-09-25 00:00:00,2.8
Fiorina,2015-09-25 00:00:00,6.8
Christie,2015-09-25 00:00:00,1.3
Santorum,2015-09-25 00:00:00,1.5
Walker,2015-09-25 00:00:00,4.5
Jindal,2015-09-25 00:00:00,3.0
Perry,2015-09-25 00:00:00,0.3
Graham,2015-09-25 00:00:00,0.3
Pataki,2015-09-25 00:00:00,0.0
Trump,2015-09-24 00:00:00,27.3
Cruz,2015-09-24 00:00:00,7.8
Rubio,2015-09-24 00:00:00,5.8
Carson,2015-09-24 00:00:00,21.3
Paul,2015-09-24 00:00:00,3.8
Bush,2015-09-24 00:00:00,5.3
Huckabee,2015-09-24 00:00:00,4.3
Kasich,2015-09-24 00:00:00,2.8
Fiorina,2015-09-24 00:00:00,6.8
Christie,2015-09-24 00:00:00,1.3
Santorum,2015-09-24 00:00:00,1.5
Walker,2015-09-24 00:00:00,4.5
Jindal,2015-09-24 00:00:00,3.0
Perry,2015-09-24 00:00:00,0.3
Graham,2015-09-24 00:00:00,0.3
Pataki,2015-09-24 00:00:00,0.0
Trump,2015-09-23 00:00:00,27.3
Cruz,2015-09-23 00:00:00,7.8
Rubio,2015-09-23 00:00:00,5.8
Carson,2015-09-23 00:00:00,21.3
Paul,2015-09-23 00:00:00,3.8
Bush,2015-09-23 00:00:00,5.3
Huckabee,2015-09-23 00:00:00,4.3
Kasich,2015-09-23 00:00:00,2.8
Fiorina,2015-09-23 00:00:00,6.8
Christie,2015-09-23 00:00:00,1.3
Santorum,2015-09-23 00:00:00,1.5
Walker,2015-09-23 00:00:00,4.5
Jindal,2015-09-23 00:00:00,3.0
Perry,2015-09-23 00:00:00,0.3
Graham,2015-09-23 00:00:00,0.3
Pataki,2015-09-23 00:00:00,0.0
Trump,2015-09-22 00:00:00,27.3
Cruz,2015-09-22 00:00:00,7.8
Rubio,2015-09-22 00:00:00,5.8
Carson,2015-09-22 00:00:00,21.3
Paul,2015-09-22 00:00:00,3.8
Bush,2015-09-22 00:00:00,5.3
Huckabee,2015-09-22 00:00:00,4.3
Kasich,2015-09-22 00:00:00,2.8
Fiorina,2015-09-22 00:00:00,6.8
Christie,2015-09-22 00:00:00,1.3
Santorum,2015-09-22 00:00:00,1.5
Walker,2015-09-22 00:00:00,4.5
Jindal,2015-09-22 00:00:00,3.0
Perry,2015-09-22 00:00:00,0.3
Graham,2015-09-22 00:00:00,0.3
Pataki,2015-09-22 00:00:00,0.0
Trump,2015-09-21 00:00:00,28.3
Cruz,2015-09-21 00:00:00,7.7
Rubio,2015-09-21 00:00:00,5.0
Carson,2015-09-21 00:00:00,22.7
Paul,2015-09-21 00:00:00,3.7
Bush,2015-09-21 00:00:00,5.0
Huckabee,2015-09-21 00:00:00,3.7
Kasich,2015-09-21 00:00:00,3.0
Fiorina,2015-09-21 00:00:00,4.7
Christie,2015-09-21 00:00:00,1.3
Santorum,2015-09-21 00:00:00,1.7
Walker,2015-09-21 00:00:00,4.3
Jindal,2015-09-21 00:00:00,2.7
Perry,2015-09-21 00:00:00,0.3
Graham,2015-09-21 00:00:00,0.3
Pataki,2015-09-21 00:00:00,0.0
Trump,2015-09-20 00:00:00,28.3
Cruz,2015-09-20 00:00:00,7.7
Rubio,2015-09-20 00:00:00,5.0
Carson,2015-09-20 00:00:00,22.7
Paul,2015-09-20 00:00:00,3.7
Bush,2015-09-20 00:00:00,5.0
Huckabee,2015-09-20 00:00:00,3.7
Kasich,2015-09-20 00:00:00,3.0
Fiorina,2015-09-20 00:00:00,4.7
Christie,2015-09-20 00:00:00,1.3
Santorum,2015-09-20 00:00:00,1.7
Walker,2015-09-20 00:00:00,4.3
Jindal,2015-09-20 00:00:00,2.7
Perry,2015-09-20 00:00:00,0.3
Graham,2015-09-20 00:00:00,0.3
Pataki,2015-09-20 00:00:00,0.0
Trump,2015-09-19 00:00:00,28.3
Cruz,2015-09-19 00:00:00,7.7
Rubio,2015-09-19 00:00:00,5.0
Carson,2015-09-19 00:00:00,22.7
Paul,2015-09-19 00:00:00,3.7
Bush,2015-09-19 00:00:00,5.0
Huckabee,2015-09-19 00:00:00,3.7
Kasich,2015-09-19 00:00:00,3.0
Fiorina,2015-09-19 00:00:00,4.7
Christie,2015-09-19 00:00:00,1.3
Santorum,2015-09-19 00:00:00,1.7
Walker,2015-09-19 00:00:00,4.3
Jindal,2015-09-19 00:00:00,2.7
Perry,2015-09-19 00:00:00,0.3
Graham,2015-09-19 00:00:00,0.3
Pataki,2015-09-19 00:00:00,0.0
Trump,2015-09-18 00:00:00,28.3
Cruz,2015-09-18 00:00:00,7.7
Rubio,2015-09-18 00:00:00,5.0
Carson,2015-09-18 00:00:00,22.7
Paul,2015-09-18 00:00:00,3.7
Bush,2015-09-18 00:00:00,5.0
Huckabee,2015-09-18 00:00:00,3.7
Kasich,2015-09-18 00:00:00,3.0
Fiorina,2015-09-18 00:00:00,4.7
Christie,2015-09-18 00:00:00,1.3
Santorum,2015-09-18 00:00:00,1.7
Walker,2015-09-18 00:00:00,4.3
Jindal,2015-09-18 00:00:00,2.7
Perry,2015-09-18 00:00:00,0.3
Graham,2015-09-18 00:00:00,0.3
Pataki,2015-09-18 00:00:00,0.0
Trump,2015-09-17 00:00:00,28.3
Cruz,2015-09-17 00:00:00,7.7
Rubio,2015-09-17 00:00:00,5.0
Carson,2015-09-17 00:00:00,22.7
Paul,2015-09-17 00:00:00,3.7
Bush,2015-09-17 00:00:00,5.0
Huckabee,2015-09-17 00:00:00,3.7
Kasich,2015-09-17 00:00:00,3.0
Fiorina,2015-09-17 00:00:00,4.7
Christie,2015-09-17 00:00:00,1.3
Santorum,2015-09-17 00:00:00,1.7
Walker,2015-09-17 00:00:00,4.3
Jindal,2015-09-17 00:00:00,2.7
Perry,2015-09-17 00:00:00,0.3
Graham,2015-09-17 00:00:00,0.3
Pataki,2015-09-17 00:00:00,0.0
Trump,2015-09-16 00:00:00,28.3
Cruz,2015-09-16 00:00:00,7.7
Rubio,2015-09-16 00:00:00,5.0
Carson,2015-09-16 00:00:00,22.7
Paul,2015-09-16 00:00:00,3.7
Bush,2015-09-16 00:00:00,5.0
Huckabee,2015-09-16 00:00:00,3.7
Kasich,2015-09-16 00:00:00,3.0
Fiorina,2015-09-16 00:00:00,4.7
Christie,2015-09-16 00:00:00,1.3
Santorum,2015-09-16 00:00:00,1.7
Walker,2015-09-16 00:00:00,4.3
Jindal,2015-09-16 00:00:00,2.7
Perry,2015-09-16 00:00:00,0.3
Graham,2015-09-16 00:00:00,0.3
Pataki,2015-09-16 00:00:00,0.0
Trump,2015-09-15 00:00:00,28.0
Cruz,2015-09-15 00:00:00,7.8
Rubio,2015-09-15 00:00:00,5.0
Carson,2015-09-15 00:00:00,21.4
Paul,2015-09-15 00:00:00,3.0
Bush,2015-09-15 00:00:00,4.8
Huckabee,2015-09-15 00:00:00,3.2
Kasich,2015-09-15 00:00:00,2.8
Fiorina,2015-09-15 00:00:00,5.8
Christie,2015-09-15 00:00:00,1.4
Santorum,2015-09-15 00:00:00,1.6
Walker,2015-09-15 00:00:00,5.2
Jindal,2015-09-15 00:00:00,2.8
Perry,2015-09-15 00:00:00,0.6
Graham,2015-09-15 00:00:00,0.2
Pataki,2015-09-15 00:00:00,0.0
Trump,2015-09-14 00:00:00,27.2
Cruz,2015-09-14 00:00:00,7.8
Rubio,2015-09-14 00:00:00,5.2
Carson,2015-09-14 00:00:00,20.8
Paul,2015-09-14 00:00:00,3.2
Bush,2015-09-14 00:00:00,5.0
Huckabee,2015-09-14 00:00:00,3.3
Kasich,2015-09-14 00:00:00,2.7
Fiorina,2015-09-14 00:00:00,5.7
Christie,2015-09-14 00:00:00,1.5
Santorum,2015-09-14 00:00:00,1.5
Walker,2015-09-14 00:00:00,5.7
Jindal,2015-09-14 00:00:00,2.7
Perry,2015-09-14 00:00:00,0.7
Graham,2015-09-14 00:00:00,0.2
Pataki,2015-09-14 00:00:00,0.0
Trump,2015-09-13 00:00:00,27.2
Cruz,2015-09-13 00:00:00,7.8
Rubio,2015-09-13 00:00:00,5.2
Carson,2015-09-13 00:00:00,20.8
Paul,2015-09-13 00:00:00,3.2
Bush,2015-09-13 00:00:00,5.0
Huckabee,2015-09-13 00:00:00,3.3
Kasich,2015-09-13 00:00:00,2.7
Fiorina,2015-09-13 00:00:00,5.7
Christie,2015-09-13 00:00:00,1.5
Santorum,2015-09-13 00:00:00,1.5
Walker,2015-09-13 00:00:00,5.7
Jindal,2015-09-13 00:00:00,2.7
Perry,2015-09-13 00:00:00,0.7
Graham,2015-09-13 00:00:00,0.2
Pataki,2015-09-13 00:00:00,0.0
Trump,2015-09-12 00:00:00,26.8
Cruz,2015-09-12 00:00:00,7.4
Rubio,2015-09-12 00:00:00,5.0
Carson,2015-09-12 00:00:00,20.0
Paul,2015-09-12 00:00:00,3.4
Bush,2015-09-12 00:00:00,5.4
Huckabee,2015-09-12 00:00:00,3.2
Kasich,2015-09-12 00:00:00,2.8
Fiorina,2015-09-12 00:00:00,6.0
Christie,2015-09-12 00:00:00,1.6
Santorum,2015-09-12 00:00:00,1.2
Walker,2015-09-12 00:00:00,5.8
Jindal,2015-09-12 00:00:00,2.8
Perry,2015-09-12 00:00:00,0.8
Graham,2015-09-12 00:00:00,0.2
Pataki,2015-09-12 00:00:00,0.0
Trump,2015-09-11 00:00:00,26.8
Cruz,2015-09-11 00:00:00,7.4
Rubio,2015-09-11 00:00:00,5.0
Carson,2015-09-11 00:00:00,20.0
Paul,2015-09-11 00:00:00,3.4
Bush,2015-09-11 00:00:00,5.4
Huckabee,2015-09-11 00:00:00,3.2
Kasich,2015-09-11 00:00:00,2.8
Fiorina,2015-09-11 00:00:00,6.0
Christie,2015-09-11 00:00:00,1.6
Santorum,2015-09-11 00:00:00,1.2
Walker,2015-09-11 00:00:00,5.8
Jindal,2015-09-11 00:00:00,2.8
Perry,2015-09-11 00:00:00,0.8
Graham,2015-09-11 00:00:00,0.2
Pataki,2015-09-11 00:00:00,0.0
Trump,2015-09-10 00:00:00,26.8
Cruz,2015-09-10 00:00:00,7.0
Rubio,2015-09-10 00:00:00,5.0
Carson,2015-09-10 00:00:00,19.8
Paul,2015-09-10 00:00:00,3.3
Bush,2015-09-10 00:00:00,5.3
Huckabee,2015-09-10 00:00:00,3.0
Kasich,2015-09-10 00:00:00,2.3
Fiorina,2015-09-10 00:00:00,6.3
Christie,2015-09-10 00:00:00,1.8
Santorum,2015-09-10 00:00:00,1.3
Walker,2015-09-10 00:00:00,6.5
Jindal,2015-09-10 00:00:00,3.0
Perry,2015-09-10 00:00:00,0.8
Graham,2015-09-10 00:00:00,0.0
Pataki,2015-09-10 00:00:00,0.0
Trump,2015-09-09 00:00:00,26.8
Cruz,2015-09-09 00:00:00,7.0
Rubio,2015-09-09 00:00:00,5.0
Carson,2015-09-09 00:00:00,19.8
Paul,2015-09-09 00:00:00,3.3
Bush,2015-09-09 00:00:00,5.3
Huckabee,2015-09-09 00:00:00,3.0
Kasich,2015-09-09 00:00:00,2.3
Fiorina,2015-09-09 00:00:00,6.3
Christie,2015-09-09 00:00:00,1.8
Santorum,2015-09-09 00:00:00,1.3
Walker,2015-09-09 00:00:00,6.5
Jindal,2015-09-09 00:00:00,3.0
Perry,2015-09-09 00:00:00,0.8
Graham,2015-09-09 00:00:00,0.0
Pataki,2015-09-09 00:00:00,0.0
Trump,2015-09-08 00:00:00,26.4
Cruz,2015-09-08 00:00:00,7.0
Rubio,2015-09-08 00:00:00,4.8
Carson,2015-09-08 00:00:00,19.4
Paul,2015-09-08 00:00:00,3.0
Bush,2015-09-08 00:00:00,6.2
Huckabee,2015-09-08 00:00:00,3.2
Kasich,2015-09-08 00:00:00,2.4
Fiorina,2015-09-08 00:00:00,6.0
Christie,2015-09-08 00:00:00,1.8
Santorum,2015-09-08 00:00:00,1.2
Walker,2015-09-08 00:00:00,6.4
Jindal,2015-09-08 00:00:00,2.6
Perry,2015-09-08 00:00:00,0.8
Graham,2015-09-08 00:00:00,0.0
Pataki,2015-09-08 00:00:00,0.0
Trump,2015-09-07 00:00:00,26.4
Cruz,2015-09-07 00:00:00,7.0
Rubio,2015-09-07 00:00:00,4.8
Carson,2015-09-07 00:00:00,19.4
Paul,2015-09-07 00:00:00,3.0
Bush,2015-09-07 00:00:00,6.2
Huckabee,2015-09-07 00:00:00,3.2
Kasich,2015-09-07 00:00:00,2.4
Fiorina,2015-09-07 00:00:00,6.0
Christie,2015-09-07 00:00:00,1.8
Santorum,2015-09-07 00:00:00,1.2
Walker,2015-09-07 00:00:00,6.4
Jindal,2015-09-07 00:00:00,2.6
Perry,2015-09-07 00:00:00,0.8
Graham,2015-09-07 00:00:00,0.0
Pataki,2015-09-07 00:00:00,0.0
Trump,2015-09-06 00:00:00,26.4
Cruz,2015-09-06 00:00:00,7.0
Rubio,2015-09-06 00:00:00,4.8
Carson,2015-09-06 00:00:00,19.4
Paul,2015-09-06 00:00:00,3.0
Bush,2015-09-06 00:00:00,6.2
Huckabee,2015-09-06 00:00:00,3.2
Kasich,2015-09-06 00:00:00,2.4
Fiorina,2015-09-06 00:00:00,6.0
Christie,2015-09-06 00:00:00,1.8
Santorum,2015-09-06 00:00:00,1.2
Walker,2015-09-06 00:00:00,6.4
Jindal,2015-09-06 00:00:00,2.6
Perry,2015-09-06 00:00:00,0.8
Graham,2015-09-06 00:00:00,0.0
Pataki,2015-09-06 00:00:00,0.0
Trump,2015-09-05 00:00:00,25.8
Cruz,2015-09-05 00:00:00,7.8
Rubio,2015-09-05 00:00:00,5.0
Carson,2015-09-05 00:00:00,18.8
Paul,2015-09-05 00:00:00,2.5
Bush,2015-09-05 00:00:00,6.3
Huckabee,2015-09-05 00:00:00,3.3
Kasich,2015-09-05 00:00:00,2.5
Fiorina,2015-09-05 00:00:00,6.3
Christie,2015-09-05 00:00:00,1.8
Santorum,2015-09-05 00:00:00,1.3
Walker,2015-09-05 00:00:00,6.8
Jindal,2015-09-05 00:00:00,2.3
Perry,2015-09-05 00:00:00,1.0
Graham,2015-09-05 00:00:00,0.0
Pataki,2015-09-05 00:00:00,0.0
Trump,2015-09-04 00:00:00,25.8
Cruz,2015-09-04 00:00:00,7.8
Rubio,2015-09-04 00:00:00,5.0
Carson,2015-09-04 00:00:00,18.8
Paul,2015-09-04 00:00:00,2.5
Bush,2015-09-04 00:00:00,6.3
Huckabee,2015-09-04 00:00:00,3.3
Kasich,2015-09-04 00:00:00,2.5
Fiorina,2015-09-04 00:00:00,6.3
Christie,2015-09-04 00:00:00,1.8
Santorum,2015-09-04 00:00:00,1.3
Walker,2015-09-04 00:00:00,6.8
Jindal,2015-09-04 00:00:00,2.3
Perry,2015-09-04 00:00:00,1.0
Graham,2015-09-04 00:00:00,0.0
Pataki,2015-09-04 00:00:00,0.0
Trump,2015-09-03 00:00:00,25.8
Cruz,2015-09-03 00:00:00,7.8
Rubio,2015-09-03 00:00:00,5.0
Carson,2015-09-03 00:00:00,18.8
Paul,2015-09-03 00:00:00,2.5
Bush,2015-09-03 00:00:00,6.3
Huckabee,2015-09-03 00:00:00,3.3
Kasich,2015-09-03 00:00:00,2.5
Fiorina,2015-09-03 00:00:00,6.3
Christie,2015-09-03 00:00:00,1.8
Santorum,2015-09-03 00:00:00,1.3
Walker,2015-09-03 00:00:00,6.8
Jindal,2015-09-03 00:00:00,2.3
Perry,2015-09-03 00:00:00,1.0
Graham,2015-09-03 00:00:00,0.0
Pataki,2015-09-03 00:00:00,0.0
Trump,2015-09-02 00:00:00,25.8
Cruz,2015-09-02 00:00:00,7.8
Rubio,2015-09-02 00:00:00,5.0
Carson,2015-09-02 00:00:00,18.8
Paul,2015-09-02 00:00:00,2.5
Bush,2015-09-02 00:00:00,6.3
Huckabee,2015-09-02 00:00:00,3.3
Kasich,2015-09-02 00:00:00,2.5
Fiorina,2015-09-02 00:00:00,6.3
Christie,2015-09-02 00:00:00,1.8
Santorum,2015-09-02 00:00:00,1.3
Walker,2015-09-02 00:00:00,6.8
Jindal,2015-09-02 00:00:00,2.3
Perry,2015-09-02 00:00:00,1.0
Graham,2015-09-02 00:00:00,0.0
Pataki,2015-09-02 00:00:00,0.0
Trump,2015-09-01 00:00:00,23.3
Cruz,2015-09-01 00:00:00,8.0
Rubio,2015-09-01 00:00:00,4.8
Carson,2015-09-01 00:00:00,18.3
Paul,2015-09-01 00:00:00,3.5
Bush,2015-09-01 00:00:00,6.5
Huckabee,2015-09-01 00:00:00,4.3
Kasich,2015-09-01 00:00:00,2.8
Fiorina,2015-09-01 00:00:00,6.8
Christie,2015-09-01 00:00:00,2.0
Santorum,2015-09-01 00:00:00,1.3
Walker,2015-09-01 00:00:00,7.5
Jindal,2015-09-01 00:00:00,1.5
Perry,2015-09-01 00:00:00,1.0
Graham,2015-09-01 00:00:00,0.5
Pataki,2015-09-01 00:00:00,0.0
Trump,2015-08-31 00:00:00,21.3
Cruz,2015-08-31 00:00:00,8.0
Rubio,2015-08-31 00:00:00,6.3
Carson,2015-08-31 00:00:00,16.0
Paul,2015-08-31 00:00:00,3.5
Bush,2015-08-31 00:00:00,5.3
Huckabee,2015-08-31 00:00:00,3.8
Kasich,2015-08-31 00:00:00,2.8
Fiorina,2015-08-31 00:00:00,7.3
Christie,2015-08-31 00:00:00,2.0
Santorum,2015-08-31 00:00:00,1.3
Walker,2015-08-31 00:00:00,9.0
Jindal,2015-08-31 00:00:00,1.5
Perry,2015-08-31 00:00:00,1.0
Graham,2015-08-31 00:00:00,0.5
Pataki,2015-08-31 00:00:00,0.0
Trump,2015-08-30 00:00:00,20.3
Cruz,2015-08-30 00:00:00,8.0
Rubio,2015-08-30 00:00:00,6.8
Carson,2015-08-30 00:00:00,13.3
Paul,2015-08-30 00:00:00,3.5
Bush,2015-08-30 00:00:00,6.8
Huckabee,2015-08-30 00:00:00,4.8
Kasich,2015-08-30 00:00:00,2.5
Fiorina,2015-08-30 00:00:00,7.3
Christie,2015-08-30 00:00:00,2.0
Santorum,2015-08-30 00:00:00,1.3
Walker,2015-08-30 00:00:00,10.3
Jindal,2015-08-30 00:00:00,1.8
Perry,2015-08-30 00:00:00,1.3
Graham,2015-08-30 00:00:00,0.5
Pataki,2015-08-30 00:00:00,0.0
Trump,2015-08-29 00:00:00,19.3
Cruz,2015-08-29 00:00:00,8.0
Rubio,2015-08-29 00:00:00,7.0
Carson,2015-08-29 00:00:00,11.7
Paul,2015-08-29 00:00:00,3.3
Bush,2015-08-29 00:00:00,7.0
Huckabee,2015-08-29 00:00:00,5.0
Kasich,2015-08-29 00:00:00,2.7
Fiorina,2015-08-29 00:00:00,8.0
Christie,2015-08-29 00:00:00,2.0
Santorum,2015-08-29 00:00:00,1.3
Walker,2015-08-29 00:00:00,11.0
Jindal,2015-08-29 00:00:00,1.7
Perry,2015-08-29 00:00:00,1.3
Graham,2015-08-29 00:00:00,0.7
Pataki,2015-08-29 00:00:00,0.0
Trump,2015-08-28 00:00:00,19.3
Cruz,2015-08-28 00:00:00,8.0
Rubio,2015-08-28 00:00:00,7.0
Carson,2015-08-28 00:00:00,11.7
Paul,2015-08-28 00:00:00,3.3
Bush,2015-08-28 00:00:00,7.0
Huckabee,2015-08-28 00:00:00,5.0
Kasich,2015-08-28 00:00:00,2.7
Fiorina,2015-08-28 00:00:00,8.0
Christie,2015-08-28 00:00:00,2.0
Santorum,2015-08-28 00:00:00,1.3
Walker,2015-08-28 00:00:00,11.0
Jindal,2015-08-28 00:00:00,1.7
Perry,2015-08-28 00:00:00,1.3
Graham,2015-08-28 00:00:00,0.7
Pataki,2015-08-28 00:00:00,0.0
Trump,2015-08-27 00:00:00,19.3
Cruz,2015-08-27 00:00:00,8.0
Rubio,2015-08-27 00:00:00,7.0
Carson,2015-08-27 00:00:00,11.7
Paul,2015-08-27 00:00:00,3.3
Bush,2015-08-27 00:00:00,7.0
Huckabee,2015-08-27 00:00:00,5.0
Kasich,2015-08-27 00:00:00,2.7
Fiorina,2015-08-27 00:00:00,8.0
Christie,2015-08-27 00:00:00,2.0
Santorum,2015-08-27 00:00:00,1.3
Walker,2015-08-27 00:00:00,11.0
Jindal,2015-08-27 00:00:00,1.7
Perry,2015-08-27 00:00:00,1.3
Graham,2015-08-27 00:00:00,0.7
Pataki,2015-08-27 00:00:00,0.0
Trump,2015-08-26 00:00:00,19.3
Cruz,2015-08-26 00:00:00,8.0
Rubio,2015-08-26 00:00:00,7.0
Carson,2015-08-26 00:00:00,11.7
Paul,2015-08-26 00:00:00,3.3
Bush,2015-08-26 00:00:00,7.0
Huckabee,2015-08-26 00:00:00,5.0
Kasich,2015-08-26 00:00:00,2.7
Fiorina,2015-08-26 00:00:00,8.0
Christie,2015-08-26 00:00:00,2.0
Santorum,2015-08-26 00:00:00,1.3
Walker,2015-08-26 00:00:00,11.0
Jindal,2015-08-26 00:00:00,1.7
Perry,2015-08-26 00:00:00,1.3
Graham,2015-08-26 00:00:00,0.7
Pataki,2015-08-26 00:00:00,0.0
Trump,2015-08-25 00:00:00,19.3
Cruz,2015-08-25 00:00:00,8.0
Rubio,2015-08-25 00:00:00,7.0
Carson,2015-08-25 00:00:00,11.7
Paul,2015-08-25 00:00:00,3.3
Bush,2015-08-25 00:00:00,7.0
Huckabee,2015-08-25 00:00:00,5.0
Kasich,2015-08-25 00:00:00,2.7
Fiorina,2015-08-25 00:00:00,8.0
Christie,2015-08-25 00:00:00,2.0
Santorum,2015-08-25 00:00:00,1.3
Walker,2015-08-25 00:00:00,11.0
Jindal,2015-08-25 00:00:00,1.7
Perry,2015-08-25 00:00:00,1.3
Graham,2015-08-25 00:00:00,0.7
Pataki,2015-08-25 00:00:00,0.0
Trump,2015-08-24 00:00:00,19.3
Cruz,2015-08-24 00:00:00,8.0
Rubio,2015-08-24 00:00:00,7.0
Carson,2015-08-24 00:00:00,11.7
Paul,2015-08-24 00:00:00,3.3
Bush,2015-08-24 00:00:00,7.0
Huckabee,2015-08-24 00:00:00,5.0
Kasich,2015-08-24 00:00:00,2.7
Fiorina,2015-08-24 00:00:00,8.0
Christie,2015-08-24 00:00:00,2.0
Santorum,2015-08-24 00:00:00,1.3
Walker,2015-08-24 00:00:00,11.0
Jindal,2015-08-24 00:00:00,1.7
Perry,2015-08-24 00:00:00,1.3
Graham,2015-08-24 00:00:00,0.7
Pataki,2015-08-24 00:00:00,0.0
Trump,2015-08-23 00:00:00,19.3
Cruz,2015-08-23 00:00:00,8.0
Rubio,2015-08-23 00:00:00,7.0
Carson,2015-08-23 00:00:00,11.7
Paul,2015-08-23 00:00:00,3.3
Bush,2015-08-23 00:00:00,7.0
Huckabee,2015-08-23 00:00:00,5.0
Kasich,2015-08-23 00:00:00,2.7
Fiorina,2015-08-23 00:00:00,8.0
Christie,2015-08-23 00:00:00,2.0
Santorum,2015-08-23 00:00:00,1.3
Walker,2015-08-23 00:00:00,11.0
Jindal,2015-08-23 00:00:00,1.7
Perry,2015-08-23 00:00:00,1.3
Graham,2015-08-23 00:00:00,0.7
Pataki,2015-08-23 00:00:00,0.0
Trump,2015-08-22 00:00:00,19.3
Cruz,2015-08-22 00:00:00,8.0
Rubio,2015-08-22 00:00:00,7.0
Carson,2015-08-22 00:00:00,11.7
Paul,2015-08-22 00:00:00,3.3
Bush,2015-08-22 00:00:00,7.0
Huckabee,2015-08-22 00:00:00,5.0
Kasich,2015-08-22 00:00:00,2.7
Fiorina,2015-08-22 00:00:00,8.0
Christie,2015-08-22 00:00:00,2.0
Santorum,2015-08-22 00:00:00,1.3
Walker,2015-08-22 00:00:00,11.0
Jindal,2015-08-22 00:00:00,1.7
Perry,2015-08-22 00:00:00,1.3
Graham,2015-08-22 00:00:00,0.7
Pataki,2015-08-22 00:00:00,0.0
Trump,2015-08-21 00:00:00,19.3
Cruz,2015-08-21 00:00:00,8.0
Rubio,2015-08-21 00:00:00,7.0
Carson,2015-08-21 00:00:00,11.7
Paul,2015-08-21 00:00:00,3.3
Bush,2015-08-21 00:00:00,7.0
Huckabee,2015-08-21 00:00:00,5.0
Kasich,2015-08-21 00:00:00,2.7
Fiorina,2015-08-21 00:00:00,8.0
Christie,2015-08-21 00:00:00,2.0
Santorum,2015-08-21 00:00:00,1.3
Walker,2015-08-21 00:00:00,11.0
Jindal,2015-08-21 00:00:00,1.7
Perry,2015-08-21 00:00:00,1.3
Graham,2015-08-21 00:00:00,0.7
Pataki,2015-08-21 00:00:00,0.0
Trump,2015-08-20 00:00:00,19.3
Cruz,2015-08-20 00:00:00,8.0
Rubio,2015-08-20 00:00:00,7.0
Carson,2015-08-20 00:00:00,11.7
Paul,2015-08-20 00:00:00,3.3
Bush,2015-08-20 00:00:00,7.0
